"chr","chromStart","chromEnd","name","score","strand","thickStart","thickEnd","itemRgb","blockCount","blockSizes","blockStarts","geneID","ReadsCount.input","ReadsCount.IP","log2FoldChange","pvalue","padj"
"chr17",47682475,47682750,"peak_43",56.5515102039056,"+",47682475,47682750,0,1,275,0,"ENSG00000108424",40,112,2.27057605097754,6.46338711448316e-18,9.46889124581988e-18
"chr4",8619292,8619642,"peak_44",58.7355589400145,"+",8619292,8619642,0,1,350,0,"ENSG00000109625.19,ENSG00000155269",41,116,2.28557821317711,1.39689426091689e-18,2.08369882565887e-18
"chr11",118396325,118396500,"peak_45",25.8552664305402,"+",118396325,118396500,0,1,175,0,"ENSG00000110344",5,40,3.78514815820076,1.59044654742233e-08,1.64736281443744e-08
"chr12",1646847,1647212,"peak_46",35.0757955895337,"+",1646847,1647212,0,1,365,0,"ENSG00000111186",13,57,2.91759937782167,2.35573360092259e-11,2.76142597565184e-11
"chr12",6928183,6928283,"peak_47",140.179296159024,"+",6928183,6928283,0,1,100,0,"ENSG00000111676",219,403,1.66499814233997,2.64191296543506e-43,6.33617385415628e-43
"chr6",57190266,57190416,"peak_48",149.672985766838,"-",57190266,57190416,0,1,150,0,"ENSG00000112210",252,448,1.61522416803399,3.52589065838441e-46,8.78904612365999e-46
"chr6",81748806,81748856,"peak_49",147.152639967887,"-",81748806,81748856,0,1,50,0,"ENSG00000112773",291,481,1.51016690693595,2.04225864627452e-45,5.04244800297727e-45
"chr5",142594427,142594602,"peak_50",42.0514384342178,"-",142594427,142594602,0,1,175,0,"ENSG00000113578",45,97,1.89320898118656,1.72373994079227e-13,2.19409622634579e-13
"chr3",50252015,50252215,"peak_51",103.464917714051,"+",50252015,50252215,0,1,200,0,"ENSG00000114353",169,303,1.6274437299572,3.54538777101869e-32,7.14424384227173e-32
"chr2",218643866,218644041,"peak_52",Inf,"-",218643866,218644041,0,1,175,0,"ENSG00000115568",905,2419,2.20357021440742,0,0
"chr2",47800599,47801174,"peak_53",69.0684347518442,"+",47800599,47801174,0,1,575,0,"ENSG00000116062",138,224,1.48397965807717,9.98021105741277e-22,1.61558341472084e-21
"chr1",155751916,155752216,"peak_54",55.51405890092,"-",155751916,155752216,0,1,300,0,"ENSG00000116580",111,179,1.47454911383629,1.33613858385922e-17,1.94358299112114e-17
"chr1",236901014,236901214,"peak_55",361.968819392807,"+",236901014,236901214,0,1,200,0,"ENSG00000116984",330,819,2.09654658681185,2.42161417509079e-110,1.08774693363277e-109
"chr1",212738377,212738577,"peak_56",340.362184922784,"-",212738377,212738577,0,1,200,0,"ENSG00000117697",359,818,1.97326615726739,8.12476241882355e-104,3.47354515157593e-103
"chr6",137878836,137880130,"peak_57",193.557205898452,"+",137878836,137880130,0,1,1294,0,"ENSG00000118503",170,429,2.1205920786957,1.85286499682126e-59,5.41346268653424e-59
"chr9",116699523,116699748,"peak_58",629.402391501146,"+",116699523,116699748,0,1,225,0,"ENSG00000119401",924,1772,1.72456299021219,4.8816436978433e-191,3.39625910333549e-190
"chr2",27040735,27040785,"peak_59",302.499108588979,"+",27040735,27040785,0,1,50,0,"ENSG00000119777",153,567,2.67496625710377,2.21227083993574e-92,8.68349689043591e-92
"chr12",21773548,21773698,"peak_60",80.4781172777555,"-",21773548,21773698,0,1,150,0,"ENSG00000121361",131,234,1.62209091103346,3.38626497101365e-25,5.93844453924257e-25
"chr1",50968701,50969426,"peak_61",52.2710171671339,"+",50968701,50969426,0,1,725,0,"ENSG00000123080",48,114,2.03307674098422,1.30390361662264e-16,1.84016145215036e-16
"chr4",109718684,109741973,"peak_62",200.745657908538,"-",109718684,109741973,0,1,23289,0,"ENSG00000123739.11,ENSG00000205403.14,ENSG00000285330",130,400,2.40663755951447,1.24441968503598e-61,3.71138040294784e-61
"chr16",58734266,58734341,"peak_63",42.3383541360851,"-",58734266,58734341,0,1,75,0,"ENSG00000125166",22,75,2.55453627149464,1.4084427440666e-13,1.79839645576981e-13
"chr19",45815409,45815912,"peak_64",57.6213748116653,"-",45815409,45815912,0,1,503,0,"ENSG00000125755",72,145,1.79513330559654,3.05071419698098e-18,4.5106360887301e-18
"chr14",55612135,55612335,"peak_65",385.081463557772,"+",55612135,55612335,0,1,200,0,"ENSG00000126777",141,686,3.0676625864547,2.55684775037276e-117,1.19930237831863e-116
"chr16",2973263,2973413,"peak_66",80.8788471206773,"-",2973263,2973413,0,1,150,0,"ENSG00000127564",77,182,2.026157308023,2.55924643168905e-25,4.4982232083422e-25
"chr15",40419362,40420412,"peak_67",49.1599556163791,"+",40419362,40420412,0,1,1050,0,"ENSG00000128928",116,174,1.37011170343195,1.15984898212424e-15,1.58993281872529e-15
"chr19",3490820,3491295,"peak_68",62.8625071182957,"-",3490820,3491295,0,1,475,0,"ENSG00000129932",135,212,1.43625405199865,7.74697531406313e-20,1.19261359238276e-19
"chr12",122364104,122377560,"peak_69",44.6343849023074,"-",122364104,122377560,0,1,13456,0,"ENSG00000130779",25,81,2.48114302426823,2.80521025811038e-14,3.66194069293477e-14
"chr5",72205425,72205800,"peak_70",572.719952496875,"+",72205425,72205800,0,1,375,0,"ENSG00000131711",611,1387,1.96787265071437,6.1243731805148e-174,3.92749086145571e-173
"chr4",7030333,7030733,"peak_71",Inf,"+",7030333,7030733,0,1,400,0,"ENSG00000132405",1318,5437,2.82960959566148,0,0
"chr11",68929890,68930190,"peak_72",277.671872387622,"+",68929890,68930190,0,1,300,0,"ENSG00000132740",434,804,1.67464961417987,6.97229182143661e-85,2.58486257796627e-84
"chr17",73232214,73236666,"peak_73",133.323057213619,"-",73232214,73236666,0,1,4452,0,"ENSG00000133193",169,345,1.81472229607441,3.14860142118578e-41,7.34109197137471e-41
"chr14",67360327,67360452,"peak_74",97.0321563017289,"+",67360327,67360452,0,1,125,0,"ENSG00000134001",98,225,1.98422054642911,3.1713101700944e-30,6.17177960875913e-30
"chr18",26547459,26547509,"peak_75",129.053840713025,"-",26547459,26547509,0,1,50,0,"ENSG00000134504",254,420,1.51071000094958,6.1917282670434e-40,1.41554242392456e-39
"chr9",87726006,87726481,"peak_76",41.9591288725324,"+",87726006,87726481,0,1,475,0,"ENSG00000135047",10,68,3.55068363086516,1.84015482024835e-13,2.33907214656968e-13
"chr12",49329959,49330387,"peak_77",219.265304941046,"+",49329959,49330387,0,1,428,0,"ENSG00000135451",278,571,1.82355502786239,3.13309771677834e-67,9.87566169961413e-67
"chr13",75807987,75808137,"peak_78",138.159848552295,"+",75807987,75808137,0,1,150,0,"ENSG00000136153.20,ENSG00000261553",46,240,3.16847782853556,1.07913952718361e-42,2.56886563713214e-42
"chr17",64148226,64148476,"peak_79",43.300786406541,"-",64148226,64148476,0,1,250,0,"ENSG00000136478",68,121,1.61654962072234,7.16839074634084e-14,9.22920846618381e-14
"chr9",127079771,127166161,"peak_80",127.312370832996,"+",127079771,127166161,0,1,86390,0,"ENSG00000136828",273,435,1.45726361811615,2.08759003433212e-39,4.73322947347176e-39
"chr6",17764847,17764897,"peak_81",Inf,"-",17764847,17764897,0,1,50,0,"ENSG00000137177",8383,19060,1.97015871480893,0,0
"chr15",58913527,58913702,"peak_82",30.5639177397216,"-",58913527,58913702,0,1,175,0,"ENSG00000137776",14,51,2.65021955173927,5.70388957090531e-10,6.30004969704568e-10
"chr7",117222930,117223205,"peak_83",68.8598316235169,"+",117222930,117223205,0,1,275,0,"ENSG00000004866.22,ENSG00000214188.9,ENSG00000275054.1,ENSG00000277583.1,ENSG00000278482.1,ENSG00000278526.1,ENSG00000283923.1,ENSG00000288635",96,184,1.72374866039697,1.15548313097374e-21,1.86691775045848e-21
"chr17",47189148,47189348,"peak_84",81.784859612122,"-",47189148,47189348,0,1,200,0,"ENSG00000004897",48,155,2.476311116741,1.35837929112071e-25,2.4005130184965e-25
"chr17",47181531,47188764,"peak_85",27.4515766121354,"-",47181531,47188764,0,1,7233,0,"ENSG00000004897",36,68,1.70268709310056,5.14209659637481e-09,5.44818707376058e-09
"chr17",47120677,47120902,"peak_86",63.4850805752412,"-",47120677,47120902,0,1,225,0,"ENSG00000004897",78,159,1.81262994924574,5.00712933404623e-20,7.74616011487502e-20
"chrX",11111300,11112050,"peak_87",125.34116159481,"+",11111300,11112050,0,1,750,0,"ENSG00000004961",96,262,2.23360969657768,8.25101293715931e-39,1.85588332039783e-38
"chr19",18831958,18833147,"peak_88",786.68434747975,"+",18831958,18833147,0,1,1189,0,"ENSG00000005007",647,1717,2.19320156874755,1.81056250463809e-238,1.52902395413333e-237
"chr19",18866582,18867032,"peak_89",343.68789628972,"+",18866582,18867032,0,1,450,0,"ENSG00000005007",454,916,1.79780445482077,8.04487916323363e-105,3.46444818358414e-104
"chr19",18867157,18867932,"peak_90",Inf,"+",18867157,18867932,0,1,775,0,"ENSG00000005007",1017,3092,2.38936978088718,0,0
"chr4",109560208,109560358,"peak_91",69.1952489785983,"+",109560208,109560358,0,1,150,0,"ENSG00000005059",108,196,1.64497154307149,9.127498289624e-22,1.4796346737077e-21
"chr7",27185013,27185063,"peak_92",37.4557399230158,"-",27185013,27185063,0,1,50,0,"ENSG00000005073",61,106,1.58233234857882,4.4058311433028e-12,5.30516350494112e-12
"chr7",27182631,27184488,"peak_93",179.854221561319,"-",27182631,27184488,0,1,1857,0,"ENSG00000005073",186,426,1.9806999849236,2.58819708835078e-55,7.2191233628177e-55
"chr7",27181956,27182131,"peak_94",45.5415955084411,"-",27181956,27182131,0,1,175,0,"ENSG00000005073",72,128,1.61522422028557,1.48046618328067e-14,1.95260187299299e-14
"chr7",102476265,102478902,"peak_95",75.7195579280301,"-",102476265,102478902,0,1,2637,0,"ENSG00000005075",68,166,2.07272580265016,9.45956022217664e-24,1.60746603496709e-23
"chr7",102473242,102473417,"peak_96",40.4396588395837,"-",102473242,102473417,0,1,175,0,"ENSG00000005075",28,78,2.26319652394043,5.36999104434358e-13,6.70578576962326e-13
"chr17",5443916,5444466,"peak_97",230.02217392376,"-",5443916,5444466,0,1,550,0,"ENSG00000005100.13,ENSG00000108561",119,432,2.64521892124808,1.74511351612922e-70,5.70723796691513e-70
"chr17",5448783,5448833,"peak_98",183.470508421862,"-",5448783,5448833,0,1,50,0,"ENSG00000005100.13,ENSG00000108561.8,ENSG00000263272",337,577,1.56097188930243,2.0833473333929e-56,5.88672360658004e-56
"chr17",34983119,34983419,"peak_99",72.9581689816067,"+",34983119,34983419,0,1,300,0,"ENSG00000005156",41,136,2.515060050169,6.54757550276931e-23,1.08994029275556e-22
"chr16",20682101,20749339,"peak_100",237.592990132219,"+",20682101,20749339,0,1,67238,0,"ENSG00000005187",366,682,1.68307724990305,8.97711706473889e-73,3.00181007368746e-72
"chr19",2269508,2269608,"peak_101",Inf,"+",2269508,2269608,0,1,100,0,"ENSG00000005206.17,ENSG00000104904.12,ENSG00000273734",3271,5130,1.43437619977259,0,0
"chr19",2341353,2341678,"peak_102",67.5848165996483,"+",2341353,2341678,0,1,325,0,"ENSG00000005206.17,ENSG00000104904.12,ENSG00000273734",52,139,2.20365057350444,2.82361291157597e-21,4.51796593495933e-21
"chr19",2342003,2342403,"peak_103",122.58326798034,"+",2342003,2342403,0,1,400,0,"ENSG00000005206.17,ENSG00000104904.12,ENSG00000273734",31,212,3.55887330418039,5.66020088831962e-38,1.25533423066552e-37
"chr19",2353015,2353365,"peak_104",420.772749666995,"+",2353015,2353365,0,1,350,0,"ENSG00000005206.17,ENSG00000273734",672,1235,1.66312705129007,4.2948896879876e-128,2.16162817423277e-127
"chr19",2353540,2353990,"peak_105",489.150948121036,"+",2353540,2353990,0,1,450,0,"ENSG00000005206.17,ENSG00000273734",269,939,2.58866814642055,9.97993040811576e-149,5.63497778296736e-148
"chr19",2354190,2354515,"peak_106",106.611194959154,"+",2354190,2354515,0,1,325,0,"ENSG00000005206.17,ENSG00000273734",114,254,1.94094386652631,3.93782711566254e-33,8.06923648869167e-33
"chr9",35111573,35116316,"peak_107",119.573975967727,"-",35111573,35116316,0,1,4743,0,"ENSG00000005238",98,256,2.17043935196574,4.62218501607209e-37,1.01075647677989e-36
"chr9",35111248,35111523,"peak_108",115.061080245921,"-",35111248,35111523,0,1,275,0,"ENSG00000005238",85,237,2.26450151243031,1.08070424271616e-35,2.30761584576476e-35
"chr9",35108548,35108723,"peak_109",48.6626856648029,"-",35108548,35108723,0,1,175,0,"ENSG00000005238",81,141,1.58485056589087,1.64568632579188e-15,2.24425367658497e-15
"chr9",35107773,35107998,"peak_110",84.4649260063676,"-",35107773,35107998,0,1,225,0,"ENSG00000005238",187,292,1.42807928022406,2.08075054469062e-26,3.74561978645608e-26
"chr9",35105086,35105161,"peak_111",27.0795765369657,"-",35105086,35105161,0,1,75,0,"ENSG00000005238",90,116,1.15127712024519,6.69690945125177e-09,7.05074799368663e-09
"chr17",48037685,48038030,"peak_112",198.639061899694,"-",48037685,48038030,0,1,345,0,"ENSG00000005243",248,513,1.83376787352796,5.39708147354057e-61,1.59839479863108e-60
"chr16",3813063,3850887,"peak_113",609.353516635367,"-",3813063,3850887,0,1,37824,0,"ENSG00000005339",440,1269,2.31326579293802,5.45378447616929e-185,3.68394832275313e-184
"chr16",3767690,3769279,"peak_114",225.486860553614,"-",3767690,3769279,0,1,1589,0,"ENSG00000005339",383,681,1.615459564547,4.10492995873178e-69,1.3234006550147e-68
"chr16",3731931,3736054,"peak_115",102.646649824194,"-",3731931,3736054,0,1,4123,0,"ENSG00000005339",248,375,1.38169964686937,6.2709112687921e-32,1.25973573299965e-31
"chr16",3727578,3729528,"peak_116",Inf,"-",3727578,3729528,0,1,1950,0,"ENSG00000005339",2665,10095,2.70658260615772,0,0
"chr17",58308650,58309025,"peak_117",64.872026479185,"-",58308650,58309025,0,1,375,0,"ENSG00000005379",21,109,3.1610160521721,1.89288122159522e-20,2.96192563334239e-20
"chr7",105014189,105014339,"peak_118",65.3597547903635,"+",105014189,105014339,0,1,150,0,"ENSG00000005483",48,132,2.24458083873342,1.34503032751838e-20,2.11228881252847e-20
"chr7",105107386,105107736,"peak_119",119.516172234494,"+",105107386,105107736,0,1,350,0,"ENSG00000005483",93,251,2.2175339400631,4.81437569975937e-37,1.05207618629893e-36
"chr7",105111870,105111995,"peak_120",32.3053456566869,"+",105111870,105111995,0,1,125,0,"ENSG00000005483",54,92,1.55382369320441,1.6644474116393e-10,1.88417803668888e-10
"chr7",105112120,105113395,"peak_121",Inf,"+",105112120,105113395,0,1,1275,0,"ENSG00000005483",531,1989,2.69040865828949,0,0
"chr7",75878167,75879054,"peak_122",34.683653350524,"+",75878167,75879054,0,1,887,0,"ENSG00000005486",61,102,1.52683723779465,3.10341398183833e-11,3.6239315190771e-11
"chr16",985234,985459,"peak_123",44.4234479741775,"+",985234,985459,0,1,225,0,"ENSG00000005513",22,78,2.61111979572449,3.2546831491305e-14,4.23847522518277e-14
"chr16",985484,985534,"peak_124",26.7079961578386,"+",985484,985534,0,1,50,0,"ENSG00000005513",8,41,3.14270083349158,8.70446986415908e-09,9.1220412629608e-09
"chr15",64162545,64162865,"peak_125",64.1211600515793,"-",64162545,64162865,0,1,320,0,"ENSG00000166794",13,110,3.86606895871104,3.20604217260726e-20,4.98433779910922e-20
"chr17",49404051,49404751,"peak_126",21.423832823356,"-",49404051,49404751,0,1,700,0,"ENSG00000167085",2,42,5.17746153792287,3.55053378379598e-07,3.55454239219398e-07
"chr19",16078063,16078940,"peak_127",161.860380801288,"+",16078063,16078940,0,1,877,0,"ENSG00000167460",122,338,2.25529128557489,7.22921766468306e-50,1.88438773653978e-49
"chrX",65529680,65529805,"peak_128",217.08914892335,"-",65529680,65529805,0,1,125,0,"ENSG00000001497",277,567,1.81861192424497,1.42423301784814e-66,4.4632831666155e-66
"chr15",40471333,40471808,"peak_129",39.1021395733277,"+",40471333,40471808,0,1,475,0,"ENSG00000169105",41,89,1.90333066491897,1.37793360685426e-12,1.69466200999324e-12
"chr2",69432004,69437294,"peak_130",180.628853453854,"-",69432004,69437294,0,1,5290,0,"ENSG00000169599",192,433,1.95840988900665,1.50922157169206e-55,4.21985013910974e-55
"chr16",30524128,30524803,"peak_131",85.2849412348271,"-",30524128,30524803,0,1,675,0,"ENSG00000169955.7,ENSG00000169957.10,ENSG00000261459",83,194,2.01002261656619,1.17110762821045e-26,2.12165375289092e-26
"chr4",145557957,145558107,"peak_132",111.991744431231,"+",145557957,145558107,0,1,150,0,"ENSG00000170365",140,287,1.82077309728705,9.20632570564702e-35,1.93698233246076e-34
"chr16",46621279,46621354,"peak_133",215.480044956407,"-",46621279,46621354,0,1,75,0,"ENSG00000171241",92,389,2.86521357515758,4.36922678511276e-66,1.3615794907984e-65
"chrX",65518005,65518330,"peak_134",124.535256095616,"-",65518005,65518330,0,1,325,0,"ENSG00000001497",28,218,3.74597854425959,1.4481321488044e-38,3.24453450773818e-38
"chr8",120811487,120811587,"peak_135",Inf,"-",120811487,120811587,0,1,100,0,"ENSG00000172164",989,2615,2.18791766181883,0,0
"chr10",45787195,45789268,"peak_136",Inf,"+",45787195,45789268,0,1,2073,0,"ENSG00000172661",2722,12594,2.99514673382504,0,0
"chr12",112184206,112184456,"peak_137",218.048594347209,"-",112184206,112184456,0,1,250,0,"ENSG00000173064.13,ENSG00000283793",137,431,2.4386611568511,7.30065167401218e-67,2.29526370437759e-66
"chr15",77181386,77181586,"peak_138",40.7742931317975,"-",77181386,77181586,0,1,200,0,"ENSG00000173517",74,123,1.51821036260098,4.24278567076898e-13,5.31758836269588e-13
"chr17",80353662,80354039,"peak_139",152.269609497676,"+",80353662,80354039,0,1,377,0,"ENSG00000173821.19,ENSG00000280248",221,422,1.71834580198235,5.77331299638482e-47,1.45304850901142e-46
"chr1",201464852,201464902,"peak_140",143.489419071477,"-",201464852,201464902,0,1,50,0,"ENSG00000174307.7,ENSG00000224818",174,364,1.85000032365393,2.62825323454328e-44,6.38823375273739e-44
"chr17",15437989,15440246,"peak_141",42.4939253105435,"-",15437989,15440246,0,1,2257,0,"ENSG00000175106.17,ENSG00000239704.11,ENSG00000259024",65,117,1.63314613315224,1.26289479735051e-13,1.61455873299126e-13
"chr16",11316742,11350680,"peak_142",77.248660171217,"+",11316742,11350680,0,1,33938,0,"ENSG00000175643",118,217,1.66405737992229,3.24398025116776e-24,5.56975591795289e-24
"chr14",38254949,38255424,"peak_143",84.7673937180868,"-",38254949,38255424,0,1,475,0,"ENSG00000176435",103,213,1.83335829294009,1.68331396616573e-26,3.03718912800232e-26
"chr3",50155044,50155194,"peak_144",64.2729732197968,"+",50155044,50155194,0,1,150,0,"ENSG00000001617",82,164,1.78514921111388,2.8800682797345e-20,4.48649461000245e-20
"chr16",54286127,54286752,"peak_145",28.0554953826629,"-",54286127,54286752,0,1,625,0,"ENSG00000177508",30,63,1.85553857866328,3.35373130518801e-09,3.5847126350122e-09
"chr1",149032378,149032428,"peak_146",196.549498439165,"+",149032378,149032428,0,1,50,0,"ENSG00000178104",181,444,2.07971915500699,2.30895877037084e-60,6.8030762260073e-60
"chr19",4047352,4047427,"peak_147",24.4403255510795,"-",4047352,4047427,0,1,75,0,"ENSG00000178951",9,38,2.8631514630118,4.31453830726928e-08,4.39267331027656e-08
"chr7",127581902,127582877,"peak_148",61.5511116523668,"-",127581902,127582877,0,1,975,0,"ENSG00000179562",88,166,1.70075702232685,1.94268346947214e-19,2.95984607329448e-19
"chr7",30362451,30366329,"peak_149",50.5317753868677,"+",30362451,30366329,0,1,3878,0,"ENSG00000180233.11,ENSG00000281404.2,ENSG00000281593",117,177,1.38239003256427,4.42060211760114e-16,6.14355675074183e-16
"chr15",88629399,88630605,"peak_150",Inf,"+",88629399,88630605,0,1,1206,0,"ENSG00000181026",827,2851,2.57065794750026,0,0
"chr11",45810941,45811966,"peak_151",87.4760621286078,"+",45810941,45811966,0,1,1025,0,"ENSG00000181830",84,198,2.02218840227543,2.5311634785069e-27,4.64602344173057e-27
