"chr","chromStart","chromEnd","name","score","strand","thickStart","thickEnd","itemRgb","blockCount","blockSizes","blockStarts","geneID","ReadsCount.input","ReadsCount.IP","log2FoldChange","pvalue","padj"
"chr11",60924462,60924662,"peak_105",77.6134472951865,"+",60924462,60924662,0,1,200,0,"ENSG00000006118",139,432,1.42444240423552,2.13655820792955e-24,4.32538029354064e-24
"chr11",60936238,60937159,"peak_106",447.824581470465,"+",60936238,60937159,0,1,921,0,"ENSG00000006118",454,1921,1.86958924153432,1.96730756012985e-136,1.55370363471488e-135
"chr17",35587247,35587447,"peak_107",46.8033454832366,"+",35587247,35587447,0,1,200,0,"ENSG00000006125",80,250,1.43235220261969,5.41215539341137e-15,8.14308770015213e-15
"chr17",35588677,35594026,"peak_108",35.4410677216913,"+",35588677,35594026,0,1,5349,0,"ENSG00000006125",60,186,1.42076425369611,1.64431146812304e-11,2.14375691077085e-11
"chr17",35723672,35723722,"peak_109",52.9905860061523,"+",35723672,35723722,0,1,50,0,"ENSG00000006125",135,360,1.20353347930882,6.92225688987966e-17,1.11749123214658e-16
"chr16",3283574,3283999,"peak_110",89.8247940895953,"+",3283574,3283999,0,1,425,0,"ENSG00000006194.9,ENSG00000281005",94,383,1.81510772247368,4.12884698079615e-28,9.12100354856816e-28
"chr16",3289452,3289902,"peak_111",171.00638995851,"+",3289452,3289902,0,1,450,0,"ENSG00000006194.9,ENSG00000281005",137,663,2.0633289435771,9.69179604179721e-53,3.32619090937705e-52
"chr16",3290127,3291227,"peak_112",221.466841311395,"+",3290127,3291227,0,1,1100,0,"ENSG00000006194.9,ENSG00000281005",180,866,2.05486607235619,5.12638417788976e-68,2.1470280597435e-67
"chr17",50551596,50551721,"peak_113",40.232004235704,"+",50551596,50551721,0,1,125,0,"ENSG00000006282.19,ENSG00000049283",105,275,1.17753828848775,5.5991006128312e-13,7.74390362415247e-13
"chr17",50551971,50552046,"peak_114",33.0992421450517,"+",50551971,50552046,0,1,75,0,"ENSG00000006282.19,ENSG00000049283",94,237,1.12265040478425,8.62503585358422e-11,1.08676409256564e-10
"chr2",203440011,203440486,"peak_115",160.676865622039,"-",203440011,203440486,0,1,475,0,"ENSG00000173166",387,1075,1.26242712070575,1.30554835236022e-49,4.28000068475426e-49
"chr15",75674546,75674596,"peak_116",33.0315259799346,"-",75674546,75674596,0,1,50,0,"ENSG00000173546",79,212,1.21263572620642,9.05170837393444e-11,1.13898991179774e-10
"chr4",523568,523743,"peak_117",38.5288529132487,"+",523568,523743,0,1,175,0,"ENSG00000174227",91,247,1.22906859899001,1.86248499240642e-12,2.52150349572617e-12
"chr7",2709710,2712873,"peak_118",25.2474284687384,"+",2709710,2712873,0,1,3163,0,"ENSG00000174945",32,111,1.58291196059784,2.27212335921265e-08,2.51053752714617e-08
"chr7",100888897,100889022,"peak_119",234.723479308568,"-",100888897,100889022,0,1,125,0,"ENSG00000176125",464,1402,1.38378556563645,5.01572297886839e-72,2.19377479037211e-71
"chr3",50188249,50188624,"peak_120",231.034802731506,"+",50188249,50188624,0,1,375,0,"ENSG00000001617",249,1013,1.81291247008137,6.54047952244059e-71,2.82874849242191e-70
"chr17",7915749,7915899,"peak_121",21.0680275258169,"-",7915749,7915899,0,1,150,0,"ENSG00000179859",21,81,1.73602870398912,4.46200860464942e-07,4.54874682285746e-07
"chr16",14922361,14922511,"peak_122",28.6762169325021,"+",14922361,14922511,0,1,150,0,"ENSG00000183426.15,ENSG00000183458",39,132,1.54748797602654,1.98578810103772e-09,2.33130202626445e-09
"chr7",92397852,92399079,"peak_123",Inf,"+",92397852,92399079,0,1,1227,0,"ENSG00000001629",1309,7419,2.29125555031801,0,0
"chr1",22526590,22526865,"peak_124",40.660415726966,"+",22526590,22526865,0,1,275,0,"ENSG00000184677",16,124,2.7426923362688,4.13377894255254e-13,5.75433617145509e-13
"chrX",1356280,1365229,"peak_125",21.0910986706324,"+",1356280,1365229,0,1,8949,0,"ENSG00000185291",34,104,1.40147297575741,4.38727689546429e-07,4.47658318043585e-07
"chr12",5494267,5495092,"peak_126",397.80896390864,"+",5494267,5495092,0,1,825,0,"ENSG00000185652",494,1868,1.70740743198272,2.55404245520342e-121,1.76835444937614e-120
"chr13",27622868,27623318,"peak_127",39.3770828741114,"+",27622868,27623318,0,1,450,0,"ENSG00000186184",47,173,1.66853542746335,1.0247627596425e-12,1.4006090014381e-12
"chr18",35259133,35266773,"peak_128",29.3530649530229,"+",35259133,35266773,0,1,7640,0,"ENSG00000186812",11,86,2.7553291165257,1.22849645592562e-09,1.45830036490797e-09
"chr15",71777596,71778021,"peak_129",24.1309212500333,"+",71777596,71778021,0,1,425,0,"ENSG00000187720",12,73,2.3933581091144,5.02853473046981e-08,5.44338285081853e-08
"chr1",20720231,20720281,"peak_130",19.9525305317242,"-",20720231,20720281,0,1,50,0,"ENSG00000189410",13,64,2.08805638338058,9.79744983341691e-07,9.855753219359e-07
"chr17",29166082,29166832,"peak_131",238.495864285594,"-",29166082,29166832,0,1,750,0,"ENSG00000196535.14,ENSG00000221995",214,969,1.9673818167818,3.62206526120452e-73,1.60542864715592e-72
"chr14",24311062,24311137,"peak_132",176.246784459263,"+",24311062,24311137,0,1,75,0,"ENSG00000196943.12,ENSG00000213903.8,ENSG00000213906",245,869,1.61507037335236,2.50734306169475e-54,8.79895787330599e-54
"chr4",3239881,3240256,"peak_133",509.682055781356,"+",3239881,3240256,0,1,375,0,"ENSG00000197386",954,2963,1.42349336748157,4.13313661169918e-155,3.71888679274632e-154
"chr19",9566927,9566977,"peak_134",240.432973259374,"-",9566927,9566977,0,1,50,0,"ENSG00000197961",184,921,2.11199134247849,9.39794978490651e-74,4.19240376423819e-73
"chr9",35684562,35684712,"peak_135",114.688961457015,"-",35684562,35684712,0,1,150,0,"ENSG00000198467",147,540,1.66563922045428,1.14841734428219e-35,2.98663692318234e-35
"chr22",38221065,38221565,"peak_136",154.495183900067,"-",38221065,38221565,0,1,500,0,"ENSG00000198792",95,549,2.31930271213036,9.74668040892981e-48,3.10681548039909e-47
"chr1",155748038,155748485,"peak_137",515.125564909148,"+",155748038,155748485,0,1,447,0,"ENSG00000203761",923,2923,1.45154318911042,9.41706738045117e-157,8.54581385924438e-156
"chr6",31144667,31144842,"peak_138",555.180799415165,"-",31144667,31144842,0,1,175,0,"ENSG00000204536",1291,3661,1.29224468181716,7.55574859150535e-169,7.48042648716636e-168
"chr21",39348250,39348350,"peak_139",399.915779851723,"-",39348250,39348350,0,1,100,0,"ENSG00000205581",574,2016,1.600868917789,5.89843149120494e-122,4.10539099409752e-121
"chr19",58575444,58589235,"peak_140",79.7267306342328,"+",58575444,58589235,0,1,13791,0,"ENSG00000213753.10,ENSG00000267858.5,ENSG00000268784.1,ENSG00000269032",98,365,1.68553880178074,4.8543484212702e-25,9.99683727501081e-25
"chr4",675179,675479,"peak_141",759.412664438117,"+",675179,675479,0,1,300,0,"ENSG00000215375",704,3146,1.94836725281469,1.80548373017295e-230,2.47747292508188e-229
"chr7",92245902,92246002,"peak_142",208.765699302148,"-",92245902,92246002,0,1,100,0,"ENSG00000001631.14,ENSG00000243107",487,1373,1.28383387404595,3.58924069688684e-64,1.42975770051471e-63
"chr14",96088414,96088464,"peak_143",110.253418390661,"+",96088414,96088464,0,1,50,0,"ENSG00000227051",197,617,1.4355708161361,2.55538947921516e-34,6.46269916038976e-34
"chr20",33787697,33795549,"peak_144",27.435271845969,"-",33787697,33795549,0,1,7852,0,"ENSG00000230753",50,148,1.35409323458917,4.79126393695493e-09,5.51010957213678e-09
"chr12",111842062,111842137,"peak_145",Inf,"-",111842062,111842137,0,1,75,0,"ENSG00000234608",690,4949,2.63096468973077,0,0
"chr1",152271088,152313547,"peak_146",24.490857349748,"+",152271088,152313547,0,1,42459,0,"ENSG00000237975",54,147,1.23328089837198,3.89100308174919e-08,4.24147897159873e-08
"chr11",1735184,1735234,"peak_147",177.276924969977,"-",1735184,1735234,0,1,50,0,"ENSG00000244242.1,ENSG00000250644",261,900,1.57437113812015,1.22422685592208e-54,4.30851932239244e-54
"chr19",58457616,58457691,"peak_148",23.1738905912801,"+",58457616,58457691,0,1,75,0,"ENSG00000249471",39,118,1.38573691462046,9.94748853952966e-08,1.05672946178049e-07
"chr3",101676749,101676824,"peak_149",24.668187685541,"+",101676749,101676824,0,1,75,0,"ENSG00000256628",13,76,2.33598386106118,3.42915887973438e-08,3.75090070895431e-08
"chr16",72788282,72788857,"peak_150",859.139696583869,"+",72788282,72788857,0,1,575,0,"ENSG00000259768",342,2846,2.84536335892303,1.51288091190198e-260,2.36146146268393e-259
"chr5",55941205,55941380,"peak_151",63.2403462747729,"+",55941205,55941380,0,1,175,0,"ENSG00000262211",137,391,1.30148869189547,5.11300648037245e-20,9.17822785507436e-20
"chr18",22200793,22204909,"peak_152",Inf,"-",22200793,22204909,0,1,4116,0,"ENSG00000266283",1110,5528,2.10469384838563,0,0
