"chr","chromStart","chromEnd","name","score","strand","thickStart","thickEnd","itemRgb","blockCount","blockSizes","blockStarts","geneID","ReadsCount.input","ReadsCount.IP","log2FoldChange","pvalue","padj"
"chr22",30576899,30579381,"peak_25",503.452840491939,"-",30576899,30579381,0,1,2482,0,"ENSG00000100029",419,1120,2.17504679181607,4.78753223811599e-153,2.7899319454149e-152
"chr22",50445874,50445924,"peak_26",25.8345201288658,"-",50445874,50445924,0,1,50,0,"ENSG00000100241",14,45,2.44106838897123,1.6099328628481e-08,1.67122343749035e-08
"chr22",41544291,41544512,"peak_27",58.7909999986516,"-",41544291,41544512,0,1,221,0,"ENSG00000100413",109,185,1.51976739366189,1.33976748531081e-18,2.00514380730421e-18
"chr14",96385596,96385646,"peak_28",27.4054186549603,"+",96385596,96385646,0,1,50,0,"ENSG00000100744",39,72,1.64109309144571,5.28517157300008e-09,5.62531622448032e-09
"chr20",50894143,50894443,"peak_29",48.5775138065572,"-",50894143,50894443,0,1,300,0,"ENSG00000101126",26,89,2.53186397884659,1.74165578821222e-15,2.38073594693061e-15
"chr20",32848682,32848882,"peak_30",99.4086338834918,"+",32848682,32848882,0,1,200,0,"ENSG00000101367",71,205,2.28630324097893,5.99140876710153e-31,1.18855524555108e-30
"chrX",115561173,115593565,"peak_31",54.4938961779225,"+",115561173,115593565,0,1,32392,0,"ENSG00000102024",37,108,2.3020044164423,2.72723061700119e-17,3.94187337992769e-17
"chr16",67846806,67847181,"peak_32",40.2170507688659,"+",67846806,67847181,0,1,375,0,"ENSG00000102898",34,85,2.07849838702083,6.24354234236633e-13,7.82458623762243e-13
"chr16",855958,868971,"peak_33",35.1067049815171,"-",855958,868971,0,1,13013,0,"ENSG00000103227.18,ENSG00000260807",19,63,2.48592266114594,2.29833234968434e-11,2.7028923658499e-11
"chr16",19537046,19537346,"peak_34",23.8640460021078,"+",19537046,19537346,0,1,300,0,"ENSG00000103540",4,38,4.00449623627064,6.44327038841819e-08,6.54947268853025e-08
"chr8",78805306,78805523,"peak_35",34.4613248340308,"-",78805306,78805523,0,1,217,0,"ENSG00000104432",13,57,2.88902044014842,3.62654734397221e-11,4.22773283206371e-11
"chr19",45392310,45392360,"peak_36",130.226138081853,"-",45392310,45392360,0,1,50,0,"ENSG00000104881",193,370,1.69549465525097,2.72896345857655e-40,6.28096275153835e-40
"chr19",40233566,40233791,"peak_37",144.559974157596,"-",40233566,40233791,0,1,225,0,"ENSG00000105221",252,448,1.5866452228701,1.2434940209483e-44,3.04166658083437e-44
"chr19",48404780,48405055,"peak_38",141.781449609337,"+",48404780,48405055,0,1,275,0,"ENSG00000105464",291,481,1.48158796171549,8.62290500970508e-44,2.08704031754642e-43
"chr7",106277091,106284434,"peak_39",40.8994985486795,"-",106277091,106284434,0,1,7343,0,"ENSG00000105835",45,97,1.86463003813233,3.86601328749233e-13,4.87555577748603e-13
"chr7",6023671,6023771,"peak_40",99.9917052473354,"+",6023671,6023771,0,1,100,0,"ENSG00000106305",169,303,1.59886478503074,3.98909116762167e-31,7.93409512249961e-31
"chr9",114376942,114377517,"peak_41",Inf,"-",114376942,114377517,0,1,575,0,"ENSG00000106948",905,2419,2.17499126887986,0,0
"chr10",89247614,89247714,"peak_42",66.5794695414597,"-",89247614,89247714,0,1,100,0,"ENSG00000107798",138,224,1.45540071333854,5.6988942122727e-21,9.06948386736477e-21
"chr17",47682477,47682752,"peak_43",53.5261513052482,"+",47682477,47682752,0,1,275,0,"ENSG00000108424",111,179,1.4459701693217,5.37939545052641e-17,7.70944127551009e-17
"chr17",43768270,43768620,"peak_44",352.274438159909,"-",43768270,43768620,0,1,350,0,"ENSG00000108861",330,819,2.06796764150412,2.0454382904348e-107,9.01212917815431e-107
"chr4",152535139,152535339,"peak_45",330.683057412261,"-",152535139,152535339,0,1,200,0,"ENSG00000109670",359,818,1.9446872119379,6.77235429447361e-101,2.84761099433729e-100
"chr11",119728683,119728958,"peak_46",188.481425890313,"-",119728683,119728958,0,1,275,0,"ENSG00000110400",170,429,2.09201313370847,6.35261995977117e-58,1.82573264697488e-57
"chr12",1644981,1646688,"peak_47",608.833616170917,"+",1644981,1646688,0,1,1707,0,"ENSG00000111186",924,1772,1.69598404469158,7.75687424368028e-185,5.28225258093894e-184
"chr12",6934515,6935958,"peak_48",296.152434769159,"+",6934515,6935958,0,1,1443,0,"ENSG00000111676",153,567,2.64638731214111,1.82457735872602e-90,7.06697972869111e-90
"chr6",63573547,63576719,"peak_49",75.7198639481835,"+",63573547,63576719,0,1,3172,0,"ENSG00000112245",130,230,1.57969248672943,9.42793685044113e-24,1.60712510024397e-23
"chr5",34925410,34925585,"peak_50",50.9147840958489,"+",34925410,34925585,0,1,175,0,"ENSG00000113460",48,114,2.00449779771451,3.37173836419445e-16,4.71110478949699e-16
"chr3",48561783,48562033,"peak_51",196.095597074676,"-",48561783,48562033,0,1,250,0,"ENSG00000114268.11,ENSG00000145040",130,400,2.37805861469879,3.16090784796373e-60,9.31844106601488e-60
"chr2",85839393,85839668,"peak_52",41.4747366876428,"-",85839393,85839668,0,1,275,0,"ENSG00000115525",22,75,2.5259573307014,2.57708572204934e-13,3.27235336457272e-13
"chr2",202220054,202221844,"peak_53",55.9169439548594,"-",202220054,202221844,0,1,1790,0,"ENSG00000116030",72,145,1.76655436159534,1.00486367635085e-17,1.47001783454342e-17
"chr1",231694432,231694557,"peak_54",378.004717886999,"+",231694432,231694557,0,1,125,0,"ENSG00000116918.13,ENSG00000162946.20,ENSG00000270106",141,686,3.03908364152347,3.47823844536421e-115,1.61897973817141e-114
"chr1",25901437,25901512,"peak_55",78.7177394863104,"-",25901437,25901512,0,1,75,0,"ENSG00000117632.20,ENSG00000264021",77,182,1.99757836385791,1.15695552849958e-24,2.01186679920746e-24
"chr6",143941774,143942574,"peak_56",33.2491469404851,"-",143941774,143942574,0,1,800,0,"ENSG00000118495",70,110,1.40864698106405,8.50763634555120e-11,9.79511277751144e-11
"chr9",128633660,128633935,"peak_57",44.4993670238338,"-",128633660,128633935,0,1,275,0,"ENSG00000119333",100,155,1.38883848037766,3.06241766606515e-14,4.02120059149812e-14
"chr14",73931561,73931986,"peak_58",58.3004028874733,"+",73931561,73931986,0,1,425,0,"ENSG00000119725.17,ENSG00000140043.11,ENSG00000258653",114,189,1.48592266643402,1.88909735410053e-18,2.81727973646031e-18
"chr16",50279651,50288103,"peak_59",40.9251811879367,"+",50279651,50288103,0,1,8452,0,"ENSG00000121281",36,88,2.04607690953345,3.7907836795016e-13,4.78952985189007e-13
"chr10",69123824,69123899,"peak_60",553.461571928037,"+",69123824,69123899,0,1,75,0,"ENSG00000122958",608,1380,1.93909524104813,3.92418656141522e-168,2.46300561730424e-167
"chr20",49114238,49115801,"peak_61",Inf,"-",49114238,49115801,0,1,1563,0,"ENSG00000124214",1319,5437,2.79993645584115,0,0
"chr11",62525279,62525629,"peak_62",269.001714568176,"-",62525279,62525629,0,1,350,0,"ENSG00000124942",429,800,1.65559256255262,2.89039514370554e-82,1.05296765301426e-81
"chr17",63703206,63703781,"peak_63",129.280409621168,"-",63703206,63703781,0,1,575,0,"ENSG00000125695.12,ENSG00000266173",169,345,1.78614335112404,5.28209150098704e-40,1.20981468649242e-39
"chr20",34089472,34089647,"peak_64",89.3945261223465,"-",34089472,34089647,0,1,175,0,"ENSG00000125977",89,209,1.98819595943891,6.58104119186388e-28,1.22904048522771e-27
"chr17",42795768,42795943,"peak_65",110.06865704888,"+",42795768,42795943,0,1,175,0,"ENSG00000126562",258,402,1.39639466086345,3.51105913725289e-34,7.34569083503046e-34
"chr12",67649817,67651515,"peak_66",41.3395970342985,"+",67649817,67651515,0,1,1698,0,"ENSG00000127334",10,68,3.52210469521087,2.83196862288458e-13,3.59369556786046e-13
"chr19",39407827,39408352,"peak_67",213.278095982435,"+",39407827,39408352,0,1,525,0,"ENSG00000128016",278,572,1.79750048403568,2.02439192714526e-65,6.26463382675746e-65
"chr19",10687735,10687785,"peak_68",135.749843396316,"+",10687735,10687785,0,1,50,0,"ENSG00000129351",46,240,3.1398988850728,5.79469341207677e-42,1.36529101149098e-41
"chr19",5622654,5622854,"peak_69",41.9052165123615,"-",5622654,5622854,0,1,200,0,"ENSG00000130254",68,121,1.58797067687543,1.9004609989056e-13,2.42813514485189e-13
"chr20",62295578,62295878,"peak_70",121.374341563304,"+",62295578,62295878,0,1,300,0,"ENSG00000130703",262,423,1.44766107579788,1.31168942059841e-37,2.90190028723358e-37
"chr12",123256969,123257169,"peak_71",Inf,"+",123256969,123257169,0,1,200,0,"ENSG00000130921",8427,19087,1.93606951907403,0,0
"chr17",42833340,42833740,"peak_72",29.9828627768335,"+",42833340,42833740,0,1,400,0,"ENSG00000131467",14,51,2.62164061368061,8.57661212393556e-10,9.42451366113951e-10
"chr19",13920655,13920811,"peak_73",64.7017103714687,"+",13920655,13920811,0,1,156,0,"ENSG00000132024",100,185,1.64409553045934,2.12467203941434e-20,3.33306979096966e-20
"chr16",69361357,69365009,"peak_74",79.9927397815298,"-",69361357,69365009,0,1,3652,0,"ENSG00000132604.10,ENSG00000260371",48,155,2.44773217333327,4.74303389968895e-25,8.31353808024106e-25
"chr17",17164185,17164260,"peak_75",26.6501500100037,"+",17164185,17164260,0,1,75,0,"ENSG00000133030",36,68,1.67410815080429,9.017494003035e-09,9.49522932362132e-09
"chr5",146182405,146182660,"peak_76",61.6128502242476,"-",146182405,146182660,0,1,255,0,"ENSG00000133706",78,159,1.78405100511307,1.85141367987683e-19,2.83585462757983e-19
"chr2",9630876,9631014,"peak_77",122.250030877393,"-",9630876,9631014,0,1,138,0,"ENSG00000134308",96,262,2.20503075208342,7.10947443196386e-38,1.58151652831955e-37
"chr4",55395956,55396056,"peak_78",767.109688436518,"+",55395956,55396056,0,1,100,0,"ENSG00000134851",660,1731,2.14763799613572,1.45108213064963e-232,1.19391612046301e-231
"chr6",90516322,90516647,"peak_79",330.795113458501,"-",90516322,90516647,0,1,325,0,"ENSG00000135341",446,905,1.77744429099915,6.26358402256625e-101,2.63480470273526e-100
"chr16",84656981,84657356,"peak_80",Inf,"+",84656981,84657356,0,1,375,0,"ENSG00000135686",1006,3122,2.39041042751249,0,0
"chr12",94150022,94158153,"peak_81",72.3397323587833,"+",94150022,94158153,0,1,8131,0,"ENSG00000136040",97,193,1.74911445421141,1.0065423734182e-22,1.67328794291121e-22
"chr9",7799687,7799837,"peak_82",173.468321137836,"-",7799687,7799837,0,1,150,0,"ENSG00000137038",167,405,2.03464403881909,2.20979977286102e-53,6.03715102174396e-53
"chr6",30688471,30688621,"peak_83",45.3360271138281,"-",30688471,30688621,0,1,150,0,"ENSG00000137404",67,125,1.65626537388943,1.6982726081768e-14,2.25162444253351e-14
"chr7",102476265,102478902,"peak_84",73.7493305943349,"-",102476265,102478902,0,1,2637,0,"ENSG00000005075",68,166,2.04414685866998,3.74902005384573e-23,6.29853186675126e-23
"chr7",102473242,102473417,"peak_85",39.5116720164836,"-",102473242,102473417,0,1,175,0,"ENSG00000005075",28,78,2.23461758224224,1.0270779844056e-12,1.2758556588412e-12
"chr17",5443911,5444486,"peak_86",223.43970675053,"-",5443911,5444486,0,1,575,0,"ENSG00000005100.12,ENSG00000108561",123,433,2.5722789465987,1.71245896119308e-68,5.46948008967057e-68
"chr17",5448783,5448833,"peak_87",176.956372001235,"-",5448783,5448833,0,1,50,0,"ENSG00000005100.12,ENSG00000108561.8,ENSG00000263272",337,577,1.53239294401954,1.94498828800789e-54,5.38051818745168e-54
"chr17",34983126,34983426,"peak_88",70.7031104239354,"+",34983126,34983426,0,1,300,0,"ENSG00000005156",41,135,2.47583386335587,3.17018680964065e-22,5.20287001190899e-22
"chr16",20682101,20749339,"peak_89",229.729886978833,"+",20682101,20749339,0,1,67238,0,"ENSG00000005187",366,682,1.65449830458331,2.14159862681317e-70,6.98896907622708e-70
"chr19",2269508,2269608,"peak_90",Inf,"+",2269508,2269608,0,1,100,0,"ENSG00000005206.16,ENSG00000104904.12,ENSG00000273734",3271,5130,1.40579725416072,0,0
"chr19",2341378,2341678,"peak_91",63.7981199743832,"+",2341378,2341678,0,1,300,0,"ENSG00000005206.16,ENSG00000104904.12,ENSG00000273734",51,135,2.1609605316492,4.00174531335264e-20,6.23522630642494e-20
"chr19",2342003,2342403,"peak_92",120.681966318343,"+",2342003,2342403,0,1,400,0,"ENSG00000005206.16,ENSG00000104904.12,ENSG00000273734",31,212,3.53029436169068,2.12790461766174e-37,4.68930199390313e-37
"chr19",2353015,2353365,"peak_93",406.565417585964,"+",2353015,2353365,0,1,350,0,"ENSG00000005206.16,ENSG00000273734",672,1235,1.63454810582027,8.30766026475191e-124,4.08897172056262e-123
"chr19",2353540,2353990,"peak_94",478.487553181861,"+",2353540,2353990,0,1,450,0,"ENSG00000005206.16,ENSG00000273734",269,939,2.56008920116484,1.63656302452761e-145,9.13890031975982e-145
"chr19",2354190,2354515,"peak_95",103.604891051549,"+",2354190,2354515,0,1,325,0,"ENSG00000005206.16,ENSG00000273734",114,254,1.91236492189244,3.20350871458883e-32,6.48365796074025e-32
"chr9",35111573,35116282,"peak_96",116.544922420803,"-",35111573,35116282,0,1,4709,0,"ENSG00000005238",98,256,2.14186040745784,3.81727214193947e-36,8.25054256161522e-36
"chr9",35111248,35111523,"peak_97",112.267754404485,"-",35111248,35111523,0,1,275,0,"ENSG00000005238",85,237,2.2359225680803,7.56212712896452e-35,1.59969938710175e-34
"chr9",35108548,35108723,"peak_98",47.0531340067448,"-",35108548,35108723,0,1,175,0,"ENSG00000005238",81,141,1.55627162176358,5.07963641164137e-15,6.84849706496305e-15
"chr9",35107773,35107998,"peak_99",81.2679926496241,"-",35107773,35107998,0,1,225,0,"ENSG00000005238",187,292,1.39950033525417,1.94051157816908e-25,3.43476101586509e-25
"chr17",48037685,48038029,"peak_100",192.614002999247,"-",48037685,48038029,0,1,344,0,"ENSG00000005243",248,513,1.80518892835295,3.57131159999595e-59,1.04089641392108e-58
"chr16",3850336,3850861,"peak_101",593.177843999831,"-",3850336,3850861,0,1,525,0,"ENSG00000005339",456,1283,2.24898564762688,4.11741519256545e-180,2.72694383245319e-179
"chr16",3767704,3769268,"peak_102",213.898031847772,"-",3767704,3769268,0,1,1564,0,"ENSG00000005339",367,660,1.60325617545155,1.31438864816978e-65,4.0763963150821e-65
"chr16",3727578,3729528,"peak_103",Inf,"-",3727578,3729528,0,1,1950,0,"ENSG00000005339",2665,10095,2.67800366054635,0,0
"chr17",58308650,58309025,"peak_104",63.7683533609976,"-",58308650,58309025,0,1,375,0,"ENSG00000005379",21,109,3.13243711132636,4.08677727390654e-20,6.36521187366278e-20
"chr7",105014178,105014328,"peak_105",65.2085630963937,"+",105014178,105014328,0,1,150,0,"ENSG00000005483",46,132,2.27740243916867,1.48837821351909e-20,2.3456679495919e-20
"chr7",105077083,105077133,"peak_106",27.328119121476,"+",105077083,105077133,0,1,50,0,"ENSG00000005483",20,53,2.16256264181386,5.58386944539995e-09,5.93494118341677e-09
"chr7",105107394,105107719,"peak_107",117.94876008851,"+",105107394,105107719,0,1,325,0,"ENSG00000005483",86,246,2.27282000479793,1.43302494173311e-36,3.11806570087367e-36
"chr7",105111878,105111978,"peak_108",31.7451873100799,"+",105111878,105111978,0,1,100,0,"ENSG00000005483",47,86,1.62824620275654,2.45700191231141e-10,2.77809057894201e-10
"chr7",105112128,105113403,"peak_109",Inf,"+",105112128,105113403,0,1,1275,0,"ENSG00000005483",530,1986,2.66237156091179,0,0
"chr7",75878978,75879053,"peak_110",32.8592960480109,"+",75878978,75879053,0,1,75,0,"ENSG00000005486",61,101,1.48404443544543,1.12178651690873e-10,1.28341246539475e-10
"chr16",985247,985447,"peak_111",43.449778345535,"+",985247,985447,0,1,200,0,"ENSG00000005513",21,77,2.63103936563468,6.41596580929258e-14,8.32364238552696e-14
"chr16",985472,985522,"peak_112",28.0645486435699,"+",985472,985522,0,1,50,0,"ENSG00000005513",8,44,3.21600149391734,3.32007556883079e-09,3.5622881279444e-09
"chr16",985572,985797,"peak_113",59.4165557926206,"+",985572,985797,0,1,225,0,"ENSG00000005513",11,105,4.01138382211624,8.64589227187636e-19,1.29967410899889e-18
"chr16",985872,985922,"peak_114",20.4124826629,"+",985872,985922,0,1,50,0,"ENSG00000005513",2,39,5.04196753172695,7.16378708408654e-07,7.16523489877613e-07
"chr13",77326830,77327050,"peak_115",103.662726760291,"-",77326830,77327050,0,1,220,0,"ENSG00000005810",99,239,2.02808044104805,3.07542189820827e-32,6.22887782861989e-32
"chr13",77098368,77098843,"peak_116",204.765314323153,"-",77098368,77098843,0,1,475,0,"ENSG00000005810",272,554,1.78284954547494,7.58502642398175e-63,2.2882228450037e-62
"chr13",77097818,77097968,"peak_117",37.3322386584545,"-",77097818,77097968,0,1,150,0,"ENSG00000005810",39,86,1.89743283254388,4.78962619770731e-12,5.7793148975871e-12
"chr13",77096405,77097643,"peak_118",172.650762660245,"-",77096405,77097643,0,1,1238,0,"ENSG00000005810",193,430,1.91230604226735,3.90588435013686e-53,1.06400009075698e-52
"chr13",77044954,77045279,"peak_119",83.7108508968449,"-",77044954,77045279,0,1,325,0,"ENSG00000005810",80,192,2.01960466805668,3.50514506553287e-26,6.31717513813625e-26
"chr13",77027013,77027188,"peak_120",109.339284655375,"-",77027013,77027188,0,1,175,0,"ENSG00000005812",142,290,1.78673221277576,5.84442479307539e-34,1.21785508635495e-33
"chr13",77007211,77007661,"peak_121",212.389124657864,"-",77007211,77007661,0,1,450,0,"ENSG00000005812",91,390,2.8561059152029,3.76118757526049e-65,1.16011949579085e-64
"chr13",77000407,77000832,"peak_122",123.181850219143,"-",77000407,77000832,0,1,425,0,"ENSG00000005812",28,219,3.7240023365044,3.71126924959472e-38,8.29026021947383e-38
"chr17",50055967,50056393,"peak_123",Inf,"+",50055967,50056393,0,1,426,0,"ENSG00000005884",989,2615,2.15933871628105,0,0
"chr17",50089354,50090254,"peak_124",Inf,"+",50089354,50090254,0,1,900,0,"ENSG00000005884",2722,12594,2.9665677882118,0,0
"chrX",24210243,24210668,"peak_125",105.284230214293,"+",24210243,24210668,0,1,425,0,"ENSG00000005889",58,201,2.54964095681755,9.9234338228182e-33,2.02436413805141e-32
"chrX",24210693,24211318,"peak_126",127.19400700439,"+",24210693,24211318,0,1,625,0,"ENSG00000005889",91,264,2.29316973085063,2.26218646401004e-39,5.13793520439911e-39
"chr16",19522029,19522145,"peak_127",39.4662126924061,"-",19522029,19522145,0,1,116,0,"ENSG00000006007",76,125,1.47442704906109,1.06215143474625e-12,1.31669796494689e-12
"chr16",19503413,19503931,"peak_128",146.496236989611,"-",19503413,19503931,0,1,518,0,"ENSG00000006007",207,407,1.73196825607415,3.22667286917146e-45,7.94764416052237e-45
"chr19",18588734,18589153,"peak_129",139.208783561836,"+",18588734,18589153,0,1,419,0,"ENSG00000006015",174,364,1.8214213786794,5.1887896754661e-43,1.24159652381877e-42
"chr19",18589353,18589428,"peak_130",41.1427553158591,"+",18589353,18589428,0,1,75,0,"ENSG00000006015",65,117,1.60456718938271,3.2519981637652e-13,4.11904508605131e-13
"chr17",32928134,32930971,"peak_131",74.7460652464574,"+",32928134,32930971,0,1,2837,0,"ENSG00000006042",118,217,1.63547843530182,1.86392901550141e-23,3.15640194960359e-23
"chr17",45286667,45286967,"peak_132",81.5533794152739,"-",45286667,45286967,0,1,300,0,"ENSG00000006062",103,212,1.79799018289291,1.58867250999049e-25,2.81829563650611e-25
"chr17",45264295,45264520,"peak_133",58.8100618080443,"-",45264295,45264520,0,1,225,0,"ENSG00000006062",80,157,1.7292629227494,1.32108248216848e-18,1.97882481968881e-18
"chr17",45263270,45263345,"peak_134",27.3054152724956,"-",45263270,45263345,0,1,75,0,"ENSG00000006062",30,63,1.82695963693343,5.68918931452447e-09,6.02907878320805e-09
"chr11",60924462,60924687,"peak_135",191.291800964959,"+",60924462,60924687,0,1,225,0,"ENSG00000006118",181,444,2.05114020998318,8.9759917072478e-59,2.60273519608433e-58
"chr11",60933176,60933251,"peak_136",24.0179416574108,"+",60933176,60933251,0,1,75,0,"ENSG00000006118",9,38,2.83457252129269,5.78955690586411e-08,5.88679790993302e-08
"chr11",60933851,60934051,"peak_137",60.9997515527152,"+",60933851,60934051,0,1,200,0,"ENSG00000006118",87,167,1.69733106197853,2.84276855595126e-19,4.33755559839765e-19
"chr11",60935763,60935838,"peak_138",47.6863286901338,"+",60935763,60935838,0,1,75,0,"ENSG00000006118",123,181,1.31390163750473,3.25389092498088e-15,4.41554872161512e-15
"chr11",60936188,60937159,"peak_139",Inf,"+",60936188,60937159,0,1,971,0,"ENSG00000006118",825,2849,2.54455979442539,0,0
"chr17",35587247,35587447,"peak_140",85.1229060602277,"+",35587247,35587447,0,1,200,0,"ENSG00000006125",84,198,1.99360945798735,1.30491803725797e-26,2.37384281065602e-26
"chr17",35587522,35587572,"peak_141",26.5844379712775,"+",35587522,35587572,0,1,50,0,"ENSG00000006125",28,60,1.856105982367,9.47286941623083e-09,9.93771992332519e-09
"chr17",35588652,35594051,"peak_142",58.8600189780061,"+",35588652,35594051,0,1,5399,0,"ENSG00000006125",111,187,1.50904885077948,1.27592632994249e-18,1.91147552804159e-18
"chr11",67277262,67277337,"peak_143",72.3205635012734,"+",67277262,67277337,0,1,75,0,"ENSG00000173020",208,297,1.27044963633868,1.02043366854827e-22,1.69566900886271e-22
"chr11",65585205,65585480,"peak_144",61.7481864390275,"+",65585205,65585480,0,1,275,0,"ENSG00000173442.11,ENSG00000213445",158,235,1.32930644235956,1.68250347222315e-19,2.58192548342089e-19
"chr17",41966740,41966890,"peak_145",27.2336707635308,"+",41966740,41966890,0,1,150,0,"ENSG00000173786",14,47,2.50380413701837,5.99078590777062e-09,6.33648203837503e-09
"chr17",1561198,1562807,"peak_146",189.904054324954,"-",1561198,1562807,0,1,1609,0,"ENSG00000174238",172,433,2.08852869202497,2.36009791140036e-58,6.81056825861247e-58
"chr10",125160343,125160899,"peak_147",364.092311418025,"-",125160343,125160899,0,1,556,0,"ENSG00000175029",199,708,2.58755115281033,5.52823088435266e-111,2.49627870863698e-110
"chr3",50188149,50188699,"peak_148",110.718432425687,"+",50188149,50188699,0,1,550,0,"ENSG00000001617",130,280,1.86348544862952,2.23030888530876e-34,4.68199307460999e-34
"chr17",82156631,82157056,"peak_149",258.342502057332,"-",82156631,82157056,0,1,425,0,"ENSG00000176155",160,518,2.45145042341134,4.81948799917085e-79,1.70277680584662e-78
"chr14",73714182,73714372,"peak_150",53.423554751336,"-",73714182,73714372,0,1,190,0,"ENSG00000176903",89,158,1.58461758389863,5.78131525724055e-17,8.27765925302574e-17
