"chr","chromStart","chromEnd","name","score","strand","thickStart","thickEnd","itemRgb","blockCount","blockSizes","blockStarts","geneID","ReadsCount.input","ReadsCount.IP","log2FoldChange","pvalue","padj"
"chr1",154220932,154221344,"peak_74",614.682183105127,"+",154220932,154221344,0,1,412,0,"ENSG00000143569.18,ENSG00000201129",414,1291,2.37379318959517,7.07403987969208e-187,9.1669546982826e-186
"chr3",4361927,4362202,"peak_75",21.0554350868977,"-",4361927,4362202,0,1,275,0,"ENSG00000144455",17,42,2.03786152170923,4.46488783091692e-07,4.5886239450213e-07
"chr6",3850260,3850460,"peak_76",24.3635494493621,"+",3850260,3850460,0,1,200,0,"ENSG00000145945",10,40,2.73300673495649,4.20493585377284e-08,4.6327708030967e-08
"chr7",100430390,100431390,"peak_77",61.3135495106754,"+",100430390,100431390,0,1,1000,0,"ENSG00000146834",66,149,1.90778132903017,1.88783837091274e-19,3.48965470679858e-19
"chr10",86970673,87009549,"peak_78",22.494437726162,"+",86970673,87009549,0,1,38876,0,"ENSG00000148671.13,ENSG00000151303.11,ENSG00000240089.2,ENSG00000261011.1,ENSG00000271880.1,ENSG00000272508",15,42,2.21843373538926,1.59243648853989e-07,1.69238633041188e-07
"chr3",114085793,114085918,"peak_79",32.292263325298,"+",114085793,114085918,0,1,125,0,"ENSG00000151576",21,62,2.29488581755821,1.48648718653425e-10,1.90134142859461e-10
"chr19",58368767,58369117,"peak_80",20.7411692229796,"-",58368767,58369117,0,1,350,0,"ENSG00000152475",55,78,1.23704946610864,5.58421635423035e-07,5.70539764790378e-07
"chr2",229859134,229860440,"peak_81",33.8353262047224,"-",229859134,229860440,0,1,1306,0,"ENSG00000153827",120,158,1.12989706721246,4.96977705291213e-11,6.5245700662314e-11
"chr2",202035136,202035211,"peak_82",183.328090087205,"+",202035136,202035211,0,1,75,0,"ENSG00000155760",100,359,2.57699074181037,1.6270771725696e-56,6.497493234465e-56
"chr13",77000457,77000682,"peak_83",43.7590705850766,"-",77000457,77000682,0,1,225,0,"ENSG00000005812",14,74,3.13510523526616,4.45343031769892e-14,6.71749221065784e-14
"chr17",50055967,50056318,"peak_84",282.942200740862,"+",50055967,50056318,0,1,351,0,"ENSG00000005884",666,1061,1.40483743054904,1.14381790339401e-86,6.69746631230977e-86
"chr17",50089454,50090254,"peak_85",Inf,"+",50089454,50090254,0,1,800,0,"ENSG00000005884",1809,5880,2.43363059115446,0,0
"chrX",24210243,24210668,"peak_86",60.85098792379,"+",24210243,24210668,0,1,425,0,"ENSG00000005889",48,130,2.17041224540245,2.61262158514681e-19,4.80869651805391e-19
"chrX",24210818,24211068,"peak_87",48.5534037465145,"+",24210818,24211068,0,1,250,0,"ENSG00000005889",22,87,2.71651877791658,1.50676931439512e-15,2.42085668944163e-15
"chrX",24211218,24211268,"peak_88",19.6023194023859,"+",24211218,24211268,0,1,50,0,"ENSG00000005889",18,41,1.92063395860592,1.24841247093656e-06,1.2563593474267e-06
"chr16",19503363,19503906,"peak_89",83.9443591029011,"-",19503363,19503906,0,1,543,0,"ENSG00000006007",182,296,1.43466561628858,2.35547635031234e-26,5.37316210591451e-26
"chr19",18588709,18588859,"peak_90",53.004041966968,"+",18588709,18588859,0,1,150,0,"ENSG00000006015",181,245,1.1697989462428,6.54068058371921e-17,1.10711689041901e-16
"chr17",45286692,45286867,"peak_91",32.2346076907667,"-",45286692,45286867,0,1,175,0,"ENSG00000006062",53,94,1.55967534755713,1.55038987240718e-10,1.97886508827088e-10
"chr17",45264345,45264470,"peak_92",21.4728598443338,"-",45264345,45264470,0,1,125,0,"ENSG00000006062",45,70,1.37043688921473,3.32116818482638e-07,3.43577799751395e-07
"chr11",60924462,60924612,"peak_93",52.6658546486632,"+",60924462,60924612,0,1,150,0,"ENSG00000006118",101,171,1.49264794854761,8.30206147888054e-17,1.3995808884421e-16
"chr11",60936413,60937159,"peak_94",234.967616913959,"+",60936413,60937159,0,1,746,0,"ENSG00000006118",414,747,1.58448434045764,3.76640757521784e-72,1.8522487024295e-71
"chr17",35587272,35587422,"peak_95",32.7120154350186,"+",35587272,35587422,0,1,150,0,"ENSG00000006125",83,123,1.30048200573249,1.10621228391879e-10,1.421353605285e-10
"chr17",35723697,35723822,"peak_96",65.1239773206908,"+",35723697,35723822,0,1,125,0,"ENSG00000006125",184,268,1.27553412671003,1.29457878048851e-20,2.48730698530856e-20
"chr16",3283699,3283949,"peak_97",59.843145268034,"+",3283699,3283949,0,1,250,0,"ENSG00000006194.9,ENSG00000281005",86,167,1.69044645813348,5.31682175177586e-19,9.66981664930027e-19
"chr16",3289477,3289902,"peak_98",171.643820259763,"+",3289477,3289902,0,1,425,0,"ENSG00000006194.9,ENSG00000281005",129,370,2.25316109895936,5.66635247444307e-53,2.13826502044373e-52
"chr16",3290127,3290752,"peak_99",107.296846746649,"+",3290127,3290752,0,1,625,0,"ENSG00000006194.9,ENSG00000281005",102,251,2.03212511802205,1.87125414904071e-33,5.01684506684085e-33
"chr16",3290852,3291227,"peak_100",109.553701402153,"+",3290852,3291227,0,1,375,0,"ENSG00000006194.9,ENSG00000281005",91,243,2.15002477196468,3.84319520902353e-34,1.04966264492316e-33
"chr7",39623607,39623657,"peak_101",40.0476791203069,"+",39623607,39623657,0,1,50,0,"ENSG00000006451",135,182,1.16398595103196,6.10073525813906e-13,8.79928386075008e-13
"chr7",98307879,98310448,"peak_102",30.5978548964016,"-",98307879,98310448,0,1,2569,0,"ENSG00000006453",78,115,1.29309476779818,4.96744175563717e-10,6.15358031408072e-10
"chr7",98292600,98292650,"peak_103",22.4971171826869,"-",98292600,98292650,0,1,50,0,"ENSG00000006453",14,41,2.28320397318161,1.58846940290668e-07,1.68924604986585e-07
"chr7",141653072,141653122,"peak_104",23.1572407424706,"+",141653072,141653122,0,1,50,0,"ENSG00000006530",36,64,1.56308197072287,9.93548814898677e-08,1.06899560505503e-07
"chr11",68028081,68028356,"peak_105",133.17450011933,"+",68028081,68028356,0,1,275,0,"ENSG00000006534",354,534,1.32609725195491,2.60064472190832e-41,8.13730897465438e-41
"chr11",68028531,68028881,"peak_106",212.378486201526,"+",68028531,68028881,0,1,350,0,"ENSG00000006534",248,549,1.87947290508469,2.57879432861296e-65,1.16870585459982e-64
"chr11",69006069,69006169,"peak_107",28.7667911995026,"-",69006069,69006169,0,1,100,0,"ENSG00000172935",16,52,2.43344661179003,1.81712262364221e-09,2.18943960565442e-09
"chr17",80393489,80393664,"peak_108",53.7363577487085,"+",80393489,80393664,0,1,175,0,"ENSG00000173821.19,ENSG00000280248",14,92,3.44921378914218,3.90956685262908e-17,6.66414533646989e-17
"chr15",66548454,66548704,"peak_109",Inf,"+",66548454,66548704,0,1,250,0,"ENSG00000174442",1286,3529,2.18937563442558,0,0
"chr12",57823001,57823626,"peak_110",26.2907870550237,"-",57823001,57823626,0,1,625,0,"ENSG00000175215",10,43,2.83734337792563,1.06019440680607e-08,1.21810432954562e-08
"chr17",76390025,76390075,"peak_111",345.066731291866,"-",76390025,76390075,0,1,50,0,"ENSG00000175931",507,1000,1.71294920813096,1.87688654731897e-105,1.33218142978184e-104
"chr17",2058008,2058233,"peak_112",31.4792731161361,"+",2058008,2058233,0,1,225,0,"ENSG00000177374",31,71,1.92855776675068,2.65490341978563e-10,3.34036981333337e-10
"chr1",148953014,148953239,"peak_113",21.795830457587,"+",148953014,148953239,0,1,225,0,"ENSG00000178104",14,40,2.24758006770329,2.62521020376667e-07,2.74663690962257e-07
"chr17",82443363,82444218,"peak_114",20.3469167748996,"-",82443363,82444218,0,1,855,0,"ENSG00000178927",10,34,2.49854151937992,7.38904700962438e-07,7.4983849349695e-07
"chr14",104801782,104802382,"peak_115",237.950931526308,"+",104801782,104802382,0,1,600,0,"ENSG00000179627",231,568,2.03100495547527,4.70351392701158e-73,2.34224388825554e-72
"chr7",1829583,1872688,"peak_116",161.774784084465,"-",1829583,1872688,0,1,43105,0,"ENSG00000002822",262,490,1.63622181410869,5.55311440737991e-50,1.99957385002251e-49
"chr9",14570,14745,"peak_117",165.140639827234,"-",14570,14745,0,1,175,0,"ENSG00000181404",148,380,2.09340913371486,5.29747050810397e-51,1.93960774161905e-50
"chr7",137880203,137880528,"peak_118",69.536458092088,"-",137880203,137880528,0,1,325,0,"ENSG00000182158",158,251,1.40076970277656,5.84035494219295e-22,1.16799322072964e-21
"chr16",9113129,9117040,"peak_119",88.2025337261785,"+",9113129,9117040,0,1,3911,0,"ENSG00000182831.11,ENSG00000263244",127,249,1.70432414733181,1.18888394576699e-27,2.80796477142231e-27
"chr12",132078747,132078797,"peak_120",447.237244340416,"+",132078747,132078797,0,1,50,0,"ENSG00000183495",973,1605,1.45506843836357,2.50552243353362e-136,2.33439462960555e-135
"chr17",21416480,21416655,"peak_121",295.567579531709,"+",21416480,21416655,0,1,175,0,"ENSG00000184185",1083,1461,1.1649297856512,1.73120838165229e-90,1.05996814855425e-89
"chrX",134991587,134991762,"peak_122",293.016052946476,"+",134991587,134991762,0,1,175,0,"ENSG00000184785",571,986,1.52110375998822,1.02609959354525e-89,6.21410878849034e-89
"chr17",81666988,81667784,"peak_123",57.2593513394209,"+",81666988,81667784,0,1,796,0,"ENSG00000185298",98,175,1.56950818410286,3.27165609070775e-18,5.79719240518402e-18
"chr16",88678506,88681170,"peak_124",179.380638525983,"-",88678506,88681170,0,1,2664,0,"ENSG00000185669",346,598,1.52238031632363,2.55692681083576e-55,1.00241408958346e-54
"chr11",117316144,117316259,"peak_125",497.126416629793,"-",117316144,117316259,0,1,115,0,"ENSG00000186318",612,1324,1.84630642085517,2.15259899622147e-151,2.23891165680404e-150
"chr7",1815817,1815917,"peak_126",204.572842171926,"-",1815817,1815917,0,1,100,0,"ENSG00000002822",553,832,1.32231090821933,5.98031323766051e-63,2.61479838475759e-62
"chr2",234496615,234497053,"peak_127",84.3839243651715,"-",234496615,234497053,0,1,438,0,"ENSG00000188042",246,356,1.26622580729518,1.7307591437602e-26,3.96193744553184e-26
"chr22",37805817,37806392,"peak_128",27.5886167471451,"+",37805817,37806392,0,1,575,0,"ENSG00000189060",53,87,1.44802999600502,4.20103937672317e-09,4.95448844907776e-09
"chr19",36214985,36245554,"peak_129",Inf,"-",36214985,36245554,0,1,30569,0,"ENSG00000196357.11,ENSG00000200179",791,2442,2.35932045234921,0,0
"chr5",180850660,180850710,"peak_130",109.799287327173,"-",180850660,180850710,0,1,50,0,"ENSG00000196670",236,387,1.44655358821748,3.23161061423999e-34,8.85362273171661e-34
"chr16",30582866,30582941,"peak_131",684.372730513372,"-",30582866,30582941,0,1,75,0,"ENSG00000197162",347,1332,2.67359337838256,6.56693547602501e-208,9.62232233311411e-207
"chr11",76140768,76140968,"peak_132",Inf,"+",76140768,76140968,0,1,200,0,"ENSG00000198382",1142,2697,1.97279971928411,0,0
"chr17",49298224,49298274,"peak_133",64.646490550113,"-",49298224,49298274,0,1,50,0,"ENSG00000198740",216,296,1.18757275055061,1.8126084864763e-20,3.46311752428286e-20
"chr5",109378337,109378512,"peak_134",73.6417603709076,"-",109378337,109378512,0,1,175,0,"ENSG00000198961",145,245,1.48973574843397,3.25140696887684e-23,6.78611468393014e-23
"chr11",2954476,2955748,"peak_135",128.331629524675,"-",2954476,2955748,0,1,1272,0,"ENSG00000205531",109,288,2.13474757839984,7.66542118475293e-40,2.33523247005688e-39
"chr19",58573729,58573979,"peak_136",75.3775340526589,"+",58573729,58573979,0,1,250,0,"ENSG00000213753.10,ENSG00000267858",67,170,2.07630866849931,9.59813110540124e-24,2.03751704695436e-23
"chr21",45288226,45291414,"peak_137",30.6514679554755,"+",45288226,45291414,0,1,3188,0,"ENSG00000215447",79,116,1.28720718205083,4.78425701627044e-10,5.92909944115568e-10
"chr17",45468294,45475125,"peak_138",64.4161441362314,"-",45468294,45475125,0,1,6831,0,"ENSG00000225190",203,284,1.21741809143529,2.12802410389314e-20,4.06264065290086e-20
"chr1",3738425,3738700,"peak_139",37.3054939696661,"-",3738425,3738700,0,1,275,0,"ENSG00000227372",120,164,1.18366832258292,4.25124222946424e-12,5.88745108753558e-12
"chr1",119147047,119150617,"peak_140",87.2804039473979,"+",119147047,119150617,0,1,3570,0,"ENSG00000231365",243,358,1.29201015550456,2.2701882103616e-27,5.32084218655131e-27
"chrX",63399407,63399482,"peak_141",48.7539715875346,"-",63399407,63399482,0,1,75,0,"ENSG00000235437",67,132,1.71131186149586,1.31050135992939e-15,2.10664881994857e-15
"chr7",27188750,27188800,"peak_142",61.507186154461,"+",27188750,27188800,0,1,50,0,"ENSG00000240990.9,ENSG00000278020",52,135,2.10938281113344,1.64767615065292e-19,3.05134995149892e-19
"chr12",14775296,14775346,"peak_143",121.921159350227,"+",14775296,14775346,0,1,50,0,"ENSG00000246705",61,232,2.66025056846607,6.74532824269575e-38,1.98643303680485e-37
"chr5",73446604,73447204,"peak_144",54.50084824816,"-",73446604,73447204,0,1,600,0,"ENSG00000251493",49,122,2.04903443005768,2.27868622931342e-17,3.92292394292277e-17
"chr11",122028704,122028754,"peak_145",22.5272191979979,"-",122028704,122028754,0,1,50,0,"ENSG00000255248.6,ENSG00000259571",38,65,1.50744727177882,1.55390674404721e-07,1.65436488189162e-07
"chr14",103553770,103561849,"peak_146",326.30209610298,"+",103553770,103561849,0,1,8079,0,"ENSG00000258851",363,828,1.92266808598902,8.82913048251701e-100,5.93309667637239e-99
"chr15",99130306,99131094,"peak_147",Inf,"-",99130306,99131094,0,1,788,0,"ENSG00000261054",2324,3841,1.45787873840249,0,0
"chr18",74593498,74593723,"peak_148",Inf,"-",74593498,74593723,0,1,225,0,"ENSG00000264247",2341,3861,1.45485646306269,0,0
"chr19",13772217,13772267,"peak_149",320.896537620427,"-",13772217,13772267,0,1,50,0,"ENSG00000267633",419,877,1.79863346267705,3.80772972744221e-98,2.51487655129528e-97
"chr19",35721322,35721372,"peak_150",164.998197219605,"+",35721322,35721372,0,1,50,0,"ENSG00000272333",158,390,2.03655645494686,5.85432855287859e-51,2.14088533079337e-50
"chr17",37518121,37518171,"peak_151",483.446909315234,"-",37518121,37518171,0,1,50,0,"ENSG00000275066",574,1266,1.87416162046422,2.89858587427187e-147,2.93750750645677e-146
