"chr","chromStart","chromEnd","name","score","strand","thickStart","thickEnd","itemRgb","blockCount","blockSizes","blockStarts","geneID","ReadsCount.input","ReadsCount.IP","log2FoldChange","pvalue","padj"
"chr15",75201892,75202262,"peak_11",74.1532824441699,"+",75201892,75202262,0,1,370,0,"ENSG00000167173",195,512,1.20002467284737,2.42807092549629e-23,4.76033709218311e-23
"chr11",839795,840145,"peak_12",110.755323580944,"-",839795,840145,0,1,350,0,"ENSG00000177700",43,352,2.84052189901535,1.80187998512986e-34,4.56378758571366e-34
"chr8",143835016,143835291,"peak_13",21.7380627333204,"-",143835016,143835291,0,1,275,0,"ENSG00000185189.18,ENSG00000255343",48,128,1.22239259480284,2.77620859394807e-07,2.85884802869631e-07
"chr3",23893150,23893325,"peak_14",272.111105432869,"-",23893150,23893325,0,1,175,0,"ENSG00000197885",212,1038,2.09902524785229,2.46960197351827e-83,1.22009911307258e-82
"chr9",136721415,136721615,"peak_15",33.772762430796,"-",136721415,136721615,0,1,200,0,"ENSG00000233016.7,ENSG00000274998.1,ENSG00000276161.1,ENSG00000280496.1,ENSG00000281808",55,171,1.44384787363313,5.37080874074878e-11,6.81373865450988e-11
"chr19",57211364,57211764,"peak_16",45.9296179517271,"+",57211364,57211764,0,1,400,0,"ENSG00000083844",52,196,1.7216251928603,1.00399974385555e-14,1.49213221600631e-14
"chr2",233476719,233476969,"peak_17",64.3389053315339,"-",233476719,233476969,0,1,250,0,"ENSG00000085982",33,210,2.47720646379379,2.3735209857622e-20,4.28607342822474e-20
"chr16",57460588,57460838,"peak_18",29.2782623933051,"+",57460588,57460838,0,1,250,0,"ENSG00000088682.14,ENSG00000102978.13,ENSG00000260345",26,109,1.87509972674524,1.30023420090562e-09,1.53590657196619e-09
"chr1",26911154,26921861,"peak_19",44.1411627373587,"+",26911154,26921861,0,1,10707,0,"ENSG00000090273",94,264,1.29716029805543,3.55317103982856e-14,5.15449321835474e-14
"chr6",158769360,158771293,"peak_20",396.305759397519,"-",158769360,158771293,0,1,1933,0,"ENSG00000092820",405,1685,1.86410973348171,7.20655933894025e-121,5.01278371850851e-120
"chr10",68338811,68338886,"peak_21",84.3792736288288,"+",68338811,68338886,0,1,75,0,"ENSG00000096746",231,599,1.18201813028699,1.87170496187521e-26,3.97472993264967e-26
"chr22",20115693,20116268,"peak_22",84.7375721529266,"-",20115693,20116268,0,1,575,0,"ENSG00000099899.15,ENSG00000243762",211,567,1.23346071871102,1.45611253390964e-26,3.10062341395634e-26
"chr22",27998771,27999071,"peak_23",59.0471939865305,"-",27998771,27999071,0,1,300,0,"ENSG00000100154",161,415,1.17340564514027,9.77077528552979e-19,1.67889466965678e-18
"chr22",41600477,41600727,"peak_24",33.3196539735316,"-",41600477,41600727,0,1,250,0,"ENSG00000100418",116,270,1.02618962243731,7.40936321608816e-11,9.3279177678857e-11
"chr14",23034895,23035181,"peak_25",61.3433880406378,"-",23034895,23035181,0,1,286,0,"ENSG00000100804",129,368,1.31968970861235,1.9457263510643e-19,3.41822120586704e-19
"chrX",3309114,3310364,"peak_26",51.0973205372574,"-",3309114,3310364,0,1,1250,0,"ENSG00000101825",76,251,1.53097108168765,2.63354653108854e-16,4.15120155365159e-16
"chr16",67156630,67159861,"peak_27",83.1256699911396,"-",67156630,67159861,0,1,3231,0,"ENSG00000102871",238,607,1.15808992079103,4.50777344702282e-26,9.47719732117639e-26
"chr16",1445583,1446558,"peak_28",31.8084915903228,"-",1445583,1446558,0,1,975,0,"ENSG00000103249",55,166,1.40103479172181,2.16206417563906e-10,2.65882598473403e-10
"chr15",65859699,65870065,"peak_29",87.4484886165669,"+",65859699,65870065,0,1,10366,0,"ENSG00000103769",84,355,1.88671281663628,2.17782752666688e-27,4.73567457436329e-27
"chr19",45093117,45093192,"peak_30",122.739588780664,"+",45093117,45093192,0,1,75,0,"ENSG00000104866.11,ENSG00000142252",141,543,1.75261203168629,4.1556851200844e-38,1.12642458727513e-37
"chr19",46775357,46775557,"peak_31",32.5279889178196,"-",46775357,46775557,0,1,200,0,"ENSG00000105281",26,117,1.97728011400236,1.29699569005197e-10,1.61472897017901e-10
"chr19",42248488,42249088,"peak_32",98.5726105978045,"-",42248488,42249088,0,1,600,0,"ENSG00000105722.10,ENSG00000105723.13,ENSG00000268643",82,379,2.01585705718795,9.05829831786632e-31,2.12171701479283e-30
"chr7",2354110,2355116,"peak_33",30.8268953281336,"+",2354110,2355116,0,1,1006,0,"ENSG00000106263",18,99,2.26678672410951,4.34099484164554e-10,5.25024817979486e-10
"chr9",707231,711187,"peak_34",40.3441814399505,"+",707231,711187,0,1,3956,0,"ENSG00000107104.20,ENSG00000226403",75,222,1.37295222247035,5.18860931672309e-13,7.16458824316432e-13
"chr10",24619723,24620023,"peak_35",46.5994885092679,"-",24619723,24620023,0,1,300,0,"ENSG00000107863",25,151,2.40190363313793,6.26568619553211e-15,9.37899223090204e-15
"chr17",64500103,64500303,"peak_36",28.9734281786625,"-",64500103,64500303,0,1,200,0,"ENSG00000108654.16,ENSG00000284564",19,96,2.14439010372378,1.61356684486359e-09,1.89726956918846e-09
"chr4",109815798,109815896,"peak_37",47.3063474187738,"+",109815798,109815896,0,1,98,0,"ENSG00000109534",58,210,1.66361958208043,3.80701584483653e-15,5.74606377199763e-15
"chr11",33543719,33544194,"peak_38",26.8649628543711,"+",33543719,33544194,0,1,475,0,"ENSG00000110427",22,96,1.93288601032017,7.21937144406365e-09,8.18163966516169e-09
"chr12",112941737,112941887,"peak_39",46.2707886090539,"+",112941737,112941887,0,1,150,0,"ENSG00000111331",99,278,1.2969394791247,7.89613554969983e-15,1.17788992108631e-14
"chr6",35455890,35456315,"peak_40",27.2448839246165,"+",35455890,35456315,0,1,425,0,"ENSG00000112039",78,192,1.10691533267085,5.51086499403724e-09,6.28742344694471e-09
"chr6",43770458,43772037,"peak_41",54.3265438940427,"+",43770458,43772037,0,1,1579,0,"ENSG00000112715",30,179,2.38428025767147,2.71101015864183e-17,4.42670648823964e-17
"chr5",39372385,39372660,"peak_42",216.689443546607,"-",39372385,39372660,0,1,275,0,"ENSG00000113600.11,ENSG00000153071",98,714,2.6724254199548,1.43448279840353e-66,5.88813486469135e-66
"chr3",47344177,47344302,"peak_43",86.6030289114517,"+",47344177,47344302,0,1,125,0,"ENSG00000114648",88,360,1.83977650065487,3.93992582843996e-27,8.50923626457922e-27
"chr2",74958842,74959055,"peak_44",67.650223505808,"+",74958842,74959055,0,1,213,0,"ENSG00000115350",89,315,1.63082961425888,2.32988104065979e-21,4.31771041648343e-21
"chr2",46296650,46297431,"peak_45",44.7164363028074,"+",46296650,46297431,0,1,781,0,"ENSG00000116016",72,228,1.47032005999746,2.36899955662328e-14,3.459484376866e-14
"chr6",145806388,145814794,"peak_46",27.1094597235501,"-",145806388,145814794,0,1,8406,0,"ENSG00000118496",14,83,2.37503959869744,6.06517235205634e-09,6.90620486328879e-09
"chr9",121201820,121222931,"peak_47",113.120348071679,"-",121201820,121222931,0,1,21111,0,"ENSG00000119396",299,789,1.20723478420322,3.45341087836743e-35,8.8589471430925e-35
"chr10",95664072,95669068,"peak_48",294.1416876903,"-",95664072,95669068,0,1,4996,0,"ENSG00000119977",554,1692,1.41812663665808,5.38298945405029e-90,2.84792816080341e-89
"chr8",101205604,101206025,"peak_49",77.6928202195098,"-",101205604,101206025,0,1,421,0,"ENSG00000120963",208,543,1.19172365324674,2.03170033354461e-24,4.09383812526967e-24
"chr16",24569212,24569337,"peak_50",Inf,"+",24569212,24569337,0,1,125,0,"ENSG00000122257",1892,10096,2.22315475287797,0,0
"chr1",50969701,50970271,"peak_51",334.493736924024,"+",50969701,50970271,0,1,570,0,"ENSG00000123080",532,1756,1.53014964409588,3.40909082230458e-102,2.02932602096894e-101
"chr2",219569361,219572399,"peak_52",53.0317937059325,"+",219569361,219572399,0,1,3038,0,"ENSG00000123999",126,341,1.24370301629355,6.76172020820382e-17,1.08602386955318e-16
"chr6",43432631,43432956,"peak_53",46.404804601201,"+",43432631,43432956,0,1,325,0,"ENSG00000124574",73,234,1.48789520633337,7.18398285881934e-15,1.07340069491763e-14
"chr17",14301780,14301930,"peak_54",50.4658057013071,"+",14301780,14301930,0,1,150,0,"ENSG00000125430",85,265,1.44781264785003,4.11449008890307e-16,6.43100324254315e-16
"chr20",3824228,3824553,"peak_55",32.0931098124711,"+",3824228,3824553,0,1,325,0,"ENSG00000125843.11,ENSG00000274949.1,ENSG00000275491",9,92,3.16099182745433,1.76615170376278e-10,2.18278666683356e-10
"chr17",42795775,42795825,"peak_56",162.892456524551,"+",42795775,42795825,0,1,50,0,"ENSG00000126562",300,921,1.42559362229971,2.79656056003459e-50,9.21477040288482e-50
"chr19",9811241,9811441,"peak_57",51.8705780083745,"-",9811241,9811441,0,1,200,0,"ENSG00000127452",38,186,2.09858637400629,1.52888762178576e-16,2.42884682569e-16
"chr22",23124555,23125005,"peak_58",252.479597810031,"+",23124555,23125005,0,1,450,0,"ENSG00000128266",86,809,3.0410861362204,2.11891499516809e-77,9.90986563387667e-77
"chr4",168926354,168926454,"peak_59",95.8913500289346,"+",168926354,168926454,0,1,100,0,"ENSG00000129116",240,645,1.23361973148732,5.92789378202963e-30,1.36090345478556e-29
"chr19",17306370,17306720,"peak_60",Inf,"+",17306370,17306720,0,1,350,0,"ENSG00000130312",5270,16055,1.41450272432514,0,0
"chr16",85672258,85672803,"peak_61",24.337034463473,"+",85672258,85672803,0,1,545,0,"ENSG00000131149",41,123,1.39231760539896,4.35819168966331e-08,4.71870275795468e-08
"chr19",14529528,14529703,"peak_62",21.0231492613928,"-",14529528,14529703,0,1,175,0,"ENSG00000132002",29,94,1.50396299292311,4.60885811811462e-07,4.69246961360117e-07
"chr20",19974738,19975513,"peak_63",55.1327794190006,"+",19974738,19975513,0,1,775,0,"ENSG00000132669",68,247,1.66825943654644,1.53623489685125e-17,2.53151001908251e-17
"chr17",73207827,73208627,"peak_64",62.8231876966313,"-",73207827,73208627,0,1,800,0,"ENSG00000133193",85,296,1.60741746018887,6.88270341091339e-20,1.2255642389531e-19
"chr1",108699223,108700098,"peak_65",431.829851938955,"+",108699223,108700098,0,1,875,0,"ENSG00000134186",513,1964,1.74411914875804,1.32976403266393e-131,1.01452217298888e-130
"chr18",36711415,36718502,"peak_66",214.462847515761,"+",36711415,36718502,0,1,7087,0,"ENSG00000134775",432,1279,1.3732680025696,6.76500999599378e-66,2.75581425476488e-65
"chr12",55728888,55729360,"peak_67",Inf,"-",55728888,55729360,0,1,472,0,"ENSG00000135404",864,4222,2.09617830088973,0,0
"chr1",231374001,231462514,"peak_68",181.118277716967,"-",231374001,231462514,0,1,88513,0,"ENSG00000135766.9,ENSG00000233461.6,ENSG00000287856",167,733,1.94132008123542,8.41719551951076e-56,3.00583850985138e-55
"chr7",16646130,16646280,"peak_69",42.134348948796,"+",16646130,16646280,0,1,150,0,"ENSG00000136261",102,272,1.22239252515906,1.46384617822803e-13,2.07155810183345e-13
"chr9",128912776,128916680,"peak_70",51.8400635403324,"+",128912776,128916680,0,1,3904,0,"ENSG00000136802",50,207,1.85698583275532,1.56236457591098e-16,2.48076654929402e-16
"chr15",41503008,41503358,"peak_71",154.980600510551,"+",41503008,41503358,0,1,350,0,"ENSG00000137825",123,591,2.07185481364901,6.96104100045376e-48,2.21916962993624e-47
"chr2",203439303,203439903,"peak_72",87.3555584583773,"+",203439303,203439903,0,1,600,0,"ENSG00000138443",83,353,1.89583996754242,2.32499350110862e-27,5.0507586472148e-27
"chr12",42460131,42460381,"peak_73",123.447779053773,"-",42460131,42460381,0,1,250,0,"ENSG00000139174",313,840,1.23158163731677,2.52994351028074e-38,6.89470369386902e-38
"chr14",38209277,38209577,"peak_74",85.9137752221763,"+",38209277,38209577,0,1,300,0,"ENSG00000139874",61,311,2.15738847222229,6.38722754223929e-27,1.37207110166622e-26
"chr15",89333146,89333621,"peak_75",93.7542220778444,"-",89333146,89333621,0,1,475,0,"ENSG00000140521",32,293,3.00211189135412,2.64673128512365e-29,5.98641657154237e-29
"chr6",149379066,149379466,"peak_76",30.8750420361309,"+",149379066,149379466,0,1,400,0,"ENSG00000055208.19,ENSG00000228408",7,89,3.47573317403855,4.19558539143333e-10,5.07792438733557e-10
"chr17",82603008,82603333,"peak_77",445.350186158257,"+",82603008,82603333,0,1,325,0,"ENSG00000141568",605,2160,1.64337921183152,1.0963256971408e-135,8.63446417303927e-135
"chr21",45989648,45997737,"peak_78",496.458645011474,"+",45989648,45997737,0,1,8089,0,"ENSG00000142156",394,1914,2.08767824984475,4.08748583692153e-151,3.55677378849134e-150
"chr1",43622254,43622329,"peak_79",48.8887195655723,"+",43622254,43622329,0,1,75,0,"ENSG00000142949",70,235,1.55458897679553,1.25025555536084e-15,1.91879669238047e-15
"chr1",206647499,206648124,"peak_80",47.751783492173,"+",206647499,206648124,0,1,625,0,"ENSG00000143479",41,181,1.94964895999069,2.78464016323455e-15,4.21969267936922e-15
"chr3",99794243,99795043,"peak_81",117.582347931743,"+",99794243,99795043,0,1,800,0,"ENSG00000144810",247,714,1.33876800710749,1.52597623814654e-36,4.01963215727879e-36
"chr5",119393582,119393682,"peak_82",240.231363281702,"+",119393582,119393682,0,1,100,0,"ENSG00000145779",284,1086,1.7424162346816,1.08061032223076e-73,4.821184514568e-73
"chr7",5068703,5068853,"peak_83",Inf,"+",5068703,5068853,0,1,150,0,"ENSG00000146587.18,ENSG00000196204.12,ENSG00000272968.5,ENSG00000273313.1,ENSG00000288620",1569,8441,2.23492350468392,0,0
"chr8",38347526,38348001,"peak_84",20.5920966639912,"-",38347526,38348001,0,1,475,0,"ENSG00000147548",8,57,2.64024495520563,6.25915529436115e-07,6.3264667596931e-07
"chr10",22329063,22329547,"peak_85",60.9215004746482,"+",22329063,22329547,0,1,484,0,"ENSG00000148444.16,ENSG00000168283.14,ENSG00000269897",24,189,2.78463497933498,2.61721541372103e-19,4.57931982560003e-19
"chr16",29985145,29985495,"peak_86",20.559024484237,"+",29985145,29985495,0,1,350,0,"ENSG00000149930",6,55,3.00375189910829,6.40637118484922e-07,6.4731690451407e-07
"chr18",45063641,45063941,"peak_87",59.107342031316,"+",45063641,45063941,0,1,300,0,"ENSG00000152217",84,285,1.56985571874457,9.36869598928766e-19,1.61033816045903e-18
"chr1",246851002,246851227,"peak_88",720.836627855325,"-",246851002,246851227,0,1,225,0,"ENSG00000153207.16,ENSG00000223519",461,2596,2.30080667778033,7.78873484289449e-219,1.01520335019916e-217
"chr13",77326857,77327094,"peak_89",42.5048351716018,"-",77326857,77327094,0,1,237,0,"ENSG00000005810",26,142,2.25666249365595,1.12718164454779e-13,1.60239526362047e-13
"chr13",77098545,77098770,"peak_90",54.1999271959338,"-",77098545,77098770,0,1,225,0,"ENSG00000005810",45,204,1.98792731393469,2.96588740882581e-17,4.8327702718016e-17
"chr13",77096432,77097395,"peak_91",24.1752058430611,"-",77096432,77097395,0,1,963,0,"ENSG00000005810",36,114,1.47032012739206,4.8880460544155e-08,5.27883259783973e-08
"chr13",77027044,77027194,"peak_92",54.8350628444263,"-",77027044,77027194,0,1,150,0,"ENSG00000005812",113,324,1.32702605695581,1.89372086919776e-17,3.11172543456804e-17
"chr13",77021804,77026844,"peak_93",38.2280944276589,"-",77021804,77026844,0,1,5040,0,"ENSG00000005812",83,230,1.2778056603288,2.30568613096677e-12,3.10596745081536e-12
"chr13",77007217,77007692,"peak_94",177.510952061645,"-",77007217,77007692,0,1,475,0,"ENSG00000005812",85,589,2.60008789619794,1.03993040787791e-54,3.66335385498106e-54
"chr13",77000507,77000682,"peak_95",34.8072899270727,"-",77000507,77000682,0,1,175,0,"ENSG00000005812",15,105,2.6147099846827,2.58480222177301e-11,3.32630190235091e-11
"chr17",50055967,50056368,"peak_96",404.176227159203,"+",50055967,50056368,0,1,401,0,"ENSG00000005884",651,2138,1.52288735045147,3.01497803825391e-123,2.14206226561191e-122
"chr17",50089354,50090254,"peak_97",Inf,"+",50089354,50090254,0,1,900,0,"ENSG00000005884",1934,12425,2.49094108267268,0,0
"chrX",24210268,24210493,"peak_98",38.7819306961304,"+",24210268,24210493,0,1,225,0,"ENSG00000005889",28,136,2.08746301862342,1.55993469309159e-12,2.11580466674911e-12
"chrX",24210618,24210818,"peak_99",36.2120742543523,"+",24210618,24210818,0,1,200,0,"ENSG00000005889",18,113,2.45760904676948,9.57211631065352e-12,1.2562597466253e-11
"chrX",24210843,24211018,"peak_100",32.1234176494329,"+",24210843,24211018,0,1,175,0,"ENSG00000005889",26,116,1.96489639045685,1.72832369314736e-10,2.13740944557156e-10
"chr5",96804911,96807955,"peak_101",30.3577264414198,"-",96804911,96807955,0,1,3044,0,"ENSG00000164307",10,87,2.92837035357698,6.05028381150295e-10,7.26798029158215e-10
"chr14",49893654,49894604,"peak_102",21.4286928283414,"+",49893654,49894604,0,1,950,0,"ENSG00000165527",29,95,1.51922974849675,3.4594844371347e-07,3.54258835574793e-07
"chr11",93478946,93479196,"peak_103",100.23903851574,"-",93478946,93479196,0,1,250,0,"ENSG00000166002",162,524,1.50092799100437,2.82324008283626e-31,6.68409586834769e-31
"chr10",73516898,73517273,"peak_104",97.7755574882877,"-",73516898,73517273,0,1,375,0,"ENSG00000166348",203,588,1.34169141078378,1.58242952946312e-30,3.68658586212986e-30
"chr11",20118252,20118927,"peak_105",37.3507527416261,"+",20118252,20118927,0,1,675,0,"ENSG00000166833",115,280,1.09114798583748,4.28415409605321e-12,5.70562289429127e-12
"chr16",89288917,89290814,"peak_106",48.189708105368,"-",89288917,89290814,0,1,1897,0,"ENSG00000167522",71,235,1.53412487366074,2.04482843588432e-15,3.1149593103561e-15
"chr19",10315709,10315784,"peak_107",33.5283563657057,"-",10315709,10315784,0,1,75,0,"ENSG00000167807.15,ENSG00000267303.1,ENSG00000267673",49,160,1.51457333137765,6.38660195085606e-11,8.07158879200132e-11
"chr3",52534813,52536737,"peak_108",79.5880198793671,"+",52534813,52536737,0,1,1924,0,"ENSG00000168273",139,432,1.44330143097238,5.37941745939495e-25,1.10057266196538e-24
"chr3",158105225,158105884,"peak_109",455.395948711042,"-",158105225,158105884,0,1,659,0,"ENSG00000168779",456,1921,1.88210674168501,1.01835421716803e-138,8.16882390552989e-138
"chr19",49930826,49930926,"peak_110",47.9503862200904,"+",49930826,49930926,0,1,100,0,"ENSG00000169136.12,ENSG00000283842",80,250,1.451211228978,2.42109849992055e-15,3.67701536024145e-15
"chr17",82418342,82418642,"peak_111",36.2963174953928,"+",82418342,82418642,0,1,300,0,"ENSG00000169660",60,186,1.43962327975504,9.01930444021545e-12,1.18500368737888e-11
"chr11",111724640,111725090,"peak_112",58.3550099721049,"+",111724640,111725090,0,1,450,0,"ENSG00000170145",172,431,1.13263429829963,1.5905139534671e-18,2.71263649999931e-18
"chr19",45883882,45884032,"peak_113",103.112510187096,"-",45883882,45884032,0,1,150,0,"ENSG00000170604",113,445,1.78483757166911,3.77829086128317e-32,9.12098004297386e-32
"chr19",7115279,7115479,"peak_114",174.189150987779,"-",7115279,7115479,0,1,200,0,"ENSG00000171105",138,665,2.07604106652481,1.05674298326133e-53,3.66303133189142e-53
"chr19",58212629,58213354,"peak_115",227.222227490099,"+",58212629,58213354,0,1,725,0,"ENSG00000171606",189,886,2.03627544352363,9.29581417899143e-70,3.97460380434706e-69
"chr11",67312121,67312196,"peak_116",43.0437546931159,"+",67312121,67312196,0,1,75,0,"ENSG00000172830",109,286,1.19904203351571,7.71370090176167e-14,1.10290653839155e-13
"chr3",121694411,121694561,"peak_117",33.8895012216434,"-",121694411,121694561,0,1,150,0,"ENSG00000173230",87,225,1.17819273478393,4.94326684365875e-11,6.28410733274373e-11
"chr21",45513045,45513795,"peak_118",172.63854606501,"-",45513045,45513795,0,1,750,0,"ENSG00000173638",368,1062,1.3363610553805,3.11831848266761e-53,1.07304819070534e-52
"chr20",41203228,41203328,"peak_119",47.819192176485,"-",41203228,41203328,0,1,100,0,"ENSG00000174306",123,322,1.19575738597853,2.65545819366326e-15,4.02706636251304e-15
"chr20",45812575,45812625,"peak_120",39.6094620797717,"+",45812575,45812625,0,1,50,0,"ENSG00000175063",91,247,1.24792762543538,8.70223860152904e-13,1.19224031138967e-12
"chr19",58085042,58085267,"peak_121",241.060105018854,"+",58085042,58085267,0,1,225,0,"ENSG00000176293",464,1402,1.40264459273287,6.07013468401037e-74,2.71442365548667e-73
"chr22",42077337,42077787,"peak_122",235.788186450478,"+",42077337,42077787,0,1,450,0,"ENSG00000177096",249,1013,1.83177149705748,2.38700678748683e-72,1.04877724298422e-71
"chr16",79599713,79600088,"peak_123",20.6304935302021,"-",79599713,79600088,0,1,375,0,"ENSG00000178573",21,79,1.71881847662641,6.09121358434233e-07,6.16031077610093e-07
"chr3",128480276,128481226,"peak_124",21.4562901895897,"-",128480276,128481226,0,1,950,0,"ENSG00000179348",21,81,1.75488772795026,3.39326850195207e-07,3.47546610434295e-07
"chr3",8767821,8767871,"peak_125",19.8830686349038,"-",8767821,8767871,0,1,50,0,"ENSG00000180914",6,53,2.95031265649413,1.02881991035592e-06,1.0341890497631e-06
"chr6",38172400,38172650,"peak_126",29.8338574222028,"-",38172400,38172650,0,1,250,0,"ENSG00000183826",32,121,1.72621834882683,8.76075428974025e-10,1.04499455985113e-09
"chr13",113814544,113814644,"peak_127",Inf,"+",113814544,113814644,0,1,100,0,"ENSG00000184497.13,ENSG00000233695",1341,7461,2.28341470518454,0,0
"chr14",104938618,104938968,"peak_128",41.8396127963351,"-",104938618,104938968,0,1,350,0,"ENSG00000185567",17,127,2.70857690364134,1.80248300135631e-13,2.54109874285363e-13
"chr1",222712362,222712562,"peak_129",20.499401819844,"-",222712362,222712562,0,1,200,0,"ENSG00000186063",35,103,1.36457263431907,6.68013529797857e-07,6.74629237614484e-07
"chr3",50297476,50297651,"peak_130",407.139214102151,"-",50297476,50297651,0,1,175,0,"ENSG00000186792.17,ENSG00000243477",496,1873,1.72429382474076,3.84025033936379e-124,2.74716120104328e-123
"chr9",137391814,137392114,"peak_131",42.4055757098826,"-",137391814,137392114,0,1,300,0,"ENSG00000187609",49,182,1.70043986904995,1.20856361603301e-13,1.7165233989392e-13
"chr1",121183979,121184279,"peak_132",31.442339613804,"-",121183979,121184279,0,1,300,0,"ENSG00000188610",11,91,2.8557180098384,2.806255903408e-10,3.42698846313178e-10
"chr1",20731079,20731154,"peak_133",23.3065641506869,"-",20731079,20731154,0,1,75,0,"ENSG00000189410",12,70,2.35167559832309,9.08344892268711e-08,9.63884718028731e-08
"chr12",124355337,124355387,"peak_134",523.86776263623,"-",124355337,124355387,0,1,50,0,"ENSG00000196498",953,2963,1.4438654467654,2.17193636818555e-159,1.99567439437167e-158
"chr9",126505337,126505412,"peak_135",244.676423731476,"+",126505337,126505412,0,1,75,0,"ENSG00000196814",184,921,2.1308503693672,4.88584960221494e-75,2.21338633837856e-74
"chr8",144809557,144809632,"peak_136",112.920141414144,"+",144809557,144809632,0,1,75,0,"ENSG00000197363",165,561,1.57288973688045,3.972062013036e-35,1.01777158034797e-34
"chr7",92398219,92399069,"peak_137",157.347904282613,"+",92398219,92399069,0,1,850,0,"ENSG00000001629",95,550,2.34078720804588,1.33807530159702e-48,4.30091694592432e-48
"chr19",52324653,52324753,"peak_138",528.902701707072,"+",52324653,52324753,0,1,100,0,"ENSG00000198464",923,2924,1.4708956984298,6.54686945848581e-161,6.08726205550033e-160
"chr22",38221065,38221565,"peak_139",571.697924247553,"-",38221065,38221565,0,1,500,0,"ENSG00000198792",1284,3650,1.31460619760475,7.80100583428821e-174,7.9758383372585e-173
"chr14",104722058,104722133,"peak_140",403.151153487523,"+",104722058,104722133,0,1,75,0,"ENSG00000203485",548,1955,1.64227575822705,6.16640540036021e-123,4.35923230885455e-122
"chr19",43183379,43186383,"peak_141",80.6342693561729,"-",43183379,43186383,0,1,3004,0,"ENSG00000204941",98,363,1.69647091271234,2.58606369839706e-25,5.32925185872288e-25
"chr12",47780339,47780439,"peak_142",770.761162935403,"+",47780339,47780439,0,1,100,0,"ENSG00000211584",728,3180,1.93437135269253,6.8081951141063e-234,9.50102505995407e-233
"chr19",12135794,12135869,"peak_143",207.995790086256,"+",12135794,12135869,0,1,75,0,"ENSG00000214189.9,ENSG00000286132",462,1313,1.31425711384238,6.13945707758184e-64,2.43796918616523e-63
"chr8",26370653,26370778,"peak_144",113.358939421316,"+",26370653,26370778,0,1,125,0,"ENSG00000221914",196,616,1.45943168009328,2.92364721089971e-35,7.50859979991067e-35
"chr12",53963857,53964082,"peak_145",27.3314663639097,"-",53963857,53964082,0,1,225,0,"ENSG00000228630",50,146,1.35332345448113,5.17771813453617e-09,5.92118730008307e-09
"chr16",18386495,18386895,"peak_146",Inf,"-",18386495,18386895,0,1,400,0,"ENSG00000233024.7,ENSG00000254681",690,4949,2.64982371688882,0,0
"chr1",26170515,26170940,"peak_147",25.1409874363017,"-",26170515,26170940,0,1,425,0,"ENSG00000236782",54,147,1.25213992426588,2.45885652569019e-08,2.70276733224027e-08
"chr1",1401958,1402058,"peak_148",181.460141224328,"-",1401958,1402058,0,1,100,0,"ENSG00000242485.6,ENSG00000264293",261,900,1.59323016510226,6.63374758305125e-56,2.37167116844101e-55
"chr4",88728284,88728359,"peak_149",23.7148381381909,"+",88728284,88728359,0,1,75,0,"ENSG00000248019.3,ENSG00000276003.1,ENSG00000278151",39,118,1.40459594002926,6.78082303148516e-08,7.26310592731234e-08
"chr22",30977419,30977594,"peak_150",26.2790577785852,"+",30977419,30977594,0,1,175,0,"ENSG00000253352.10,ENSG00000276965",37,121,1.51676498074962,1.09423943329176e-08,1.22804802461646e-08
