Geneid,LT34,LT35,LT36,LT46,LT47,LT48
ENSG00000005513,164,200,271,124,208,295
ENSG00000005700,500,806,512,511,611,802
ENSG00000005801,152,173,130,118,120,156
ENSG00000005810,1962,1929,1754,873,911,1360
ENSG00000005812,498,660,478,509,581,673
ENSG00000005844,0,6,2,4,12,14
ENSG00000005882,932,985,962,354,605,796
ENSG00000005884,1328,2266,1872,1051,2502,2362
ENSG00000005889,459,734,541,495,628,864
ENSG00000005893,705,1024,972,784,993,1268
ENSG00000005961,9,12,6,12,6,12
ENSG00000005981,1,0,3,0,0,0
ENSG00000006007,770,1099,864,510,809,1049
ENSG00000006015,249,459,313,112,418,326
ENSG00000006016,869,767,869,364,414,759
ENSG00000006025,7,38,16,0,7,18
ENSG00000006042,484,799,481,306,602,784
ENSG00000006047,44,46,44,73,71,113
ENSG00000006062,200,291,426,118,308,396
ENSG00000006071,2,3,1,2,2,0
ENSG00000006118,707,2564,1450,303,1393,1042
ENSG00000006125,3920,4090,3724,1766,1936,3187
ENSG00000006128,118,31,68,66,26,69
ENSG00000006194,396,507,467,248,575,558
ENSG00000006210,13,23,15,2,15,21
ENSG00000006282,223,401,282,106,315,261
ENSG00000006283,66,114,129,87,137,253
ENSG00000006327,1503,1856,2274,1285,2938,3051
ENSG00000006377,4,4,4,6,5,13
ENSG00000006432,715,685,840,278,361,582
ENSG00000006451,1119,1225,991,839,960,1127
ENSG00000006453,515,714,728,193,303,431
ENSG00000006459,439,484,391,277,198,372
ENSG00000006468,222,348,200,70,154,119
ENSG00000006530,118,197,128,95,185,288
ENSG00000006534,98,283,139,55,265,173
ENSG00000006555,12,8,10,7,22,17
ENSG00000006576,894,847,594,533,390,656
ENSG00000006606,12,31,20,1,20,9
ENSG00000006607,260,499,429,205,474,577
ENSG00000006611,0,3,1,1,2,5
ENSG00000006625,254,314,275,236,375,410
ENSG00000006634,309,306,221,203,216,286
ENSG00000006638,215,220,172,80,148,183
ENSG00000006652,1588,1318,1281,922,825,1071
ENSG00000006695,368,493,448,338,451,684
ENSG00000006704,371,539,537,289,634,757
ENSG00000006712,833,1196,1088,565,1533,1325
ENSG00000006715,577,691,521,389,482,573
ENSG00000006740,173,208,162,129,198,294
ENSG00000006744,702,1067,928,750,1372,1565
ENSG00000006747,13,5,6,3,4,7
ENSG00000006756,178,314,300,115,185,218
ENSG00000006757,72,56,65,37,71,67
ENSG00000006788,1,1,0,0,0,0
ENSG00000006831,1417,1708,1592,816,1402,1529
ENSG00000006837,17,15,7,12,12,13
ENSG00000007038,3,6,5,2,0,5
ENSG00000007047,1076,1646,1488,615,1565,1581
ENSG00000007062,0,2,0,3,8,4
ENSG00000007080,577,810,780,397,1261,998
ENSG00000007129,1,0,0,0,0,0
ENSG00000007168,1053,1633,1345,860,1655,1898
ENSG00000007171,0,3,3,2,3,4
ENSG00000007174,0,2,4,1,2,2
ENSG00000007202,3869,5025,4684,1865,3307,4126
ENSG00000007216,0,0,1,0,0,0
ENSG00000007237,1223,1404,1231,361,763,798
ENSG00000007255,125,96,90,34,85,84
ENSG00000007264,19,34,30,16,35,55
ENSG00000007312,1,14,16,0,9,10
ENSG00000007314,16,4,13,0,2,4
ENSG00000007341,153,227,147,175,176,218
ENSG00000007372,12,9,20,12,9,34
ENSG00000007376,402,721,730,328,1072,1039
ENSG00000007384,584,722,846,252,530,649
ENSG00000007392,160,353,259,141,356,381
ENSG00000007402,13,18,30,26,30,78
ENSG00000007516,81,94,114,34,64,156
ENSG00000007520,520,748,723,278,902,900
ENSG00000007541,718,1155,1138,378,920,1328
ENSG00000007545,293,439,386,249,433,579
ENSG00000007908,0,8,5,0,4,3
ENSG00000007923,1051,1535,1517,824,1649,1954
ENSG00000007933,0,1,0,0,0,0
ENSG00000007944,294,565,371,128,267,293
ENSG00000007968,165,339,259,139,401,471
ENSG00000008018,1005,1519,1279,634,1231,1297
ENSG00000008056,110,90,201,37,78,119
ENSG00000008083,599,697,681,274,426,481
ENSG00000008086,219,285,164,167,166,282
ENSG00000008118,1,4,0,0,0,0
ENSG00000008128,64,103,119,63,208,172
ENSG00000008130,749,1334,1132,532,1247,1466
ENSG00000008196,0,0,0,0,1,0
ENSG00000008226,2,3,1,0,2,0
ENSG00000008256,551,795,698,312,510,686
ENSG00000008277,16,23,20,18,19,33
ENSG00000008282,704,926,838,590,644,761
ENSG00000008283,764,935,727,579,820,1051
ENSG00000008294,1019,1398,1210,605,1103,1230
ENSG00000008300,122,214,294,54,168,244
ENSG00000008311,63,90,76,39,30,53
ENSG00000008323,141,120,120,82,181,211
ENSG00000008324,139,208,152,136,201,231
ENSG00000008382,245,257,347,66,175,165
ENSG00000008394,251,624,206,259,492,300
ENSG00000008405,666,628,672,558,621,985
ENSG00000008441,1961,2497,1985,1301,2885,2757
ENSG00000008513,1555,2014,2193,556,1357,1389
ENSG00000008516,13,17,20,26,54,77
ENSG00000008517,42,79,46,17,43,50
ENSG00000008710,3250,3175,5134,845,1759,2860
ENSG00000008735,1087,1510,2220,850,1568,2400
ENSG00000008838,946,1445,1371,586,1335,1587
ENSG00000008853,500,1094,818,250,951,809
ENSG00000008869,304,429,400,284,262,562
ENSG00000008952,702,1056,736,928,1131,1171
ENSG00000008988,4011,4327,4292,2824,5136,5456
ENSG00000009307,4087,4649,3419,2517,3327,4112
ENSG00000009335,2374,2480,2343,1078,1428,2086
ENSG00000009413,580,781,504,553,504,744
ENSG00000009709,0,2,0,0,2,1
ENSG00000009724,1,0,2,3,2,0
ENSG00000009765,6,3,3,1,2,2
ENSG00000009780,84,160,108,84,136,127
ENSG00000009830,407,597,471,267,562,713
ENSG00000009844,445,664,502,420,504,571
ENSG00000009950,20,26,34,12,30,29
ENSG00000009954,1567,2651,1927,1705,2631,2993
ENSG00000010017,669,913,693,582,767,914
ENSG00000010030,24,169,56,6,84,22
ENSG00000010072,188,265,222,182,228,300
ENSG00000010165,675,913,873,411,1033,1015
ENSG00000010219,67,117,68,50,136,98
ENSG00000010244,992,1475,1229,578,856,1093
ENSG00000010256,1959,2293,2910,1269,2509,2997
ENSG00000010270,345,433,340,247,326,344
ENSG00000010278,807,1087,1048,614,679,1015
ENSG00000010292,999,1199,1208,599,854,1270
ENSG00000010295,207,304,276,92,224,272
ENSG00000010310,97,79,70,26,44,82
ENSG00000010318,58,76,78,67,154,157
ENSG00000010319,1,3,2,1,6,4
ENSG00000010322,975,1062,1027,466,932,1096
ENSG00000010327,0,1,0,0,2,1
ENSG00000010361,309,329,449,134,322,329
ENSG00000010379,2,1,0,1,1,0
ENSG00000010404,651,774,548,308,589,578
ENSG00000010438,65,72,51,12,20,22
ENSG00000010539,200,272,265,125,213,293
ENSG00000010610,1,0,0,0,0,0
ENSG00000010626,79,75,57,23,35,43
ENSG00000010671,1,0,1,0,0,2
ENSG00000010704,18,88,37,7,33,29
ENSG00000010803,498,678,577,341,563,739
ENSG00000010810,1432,1369,1263,633,779,990
ENSG00000010818,654,1180,888,419,885,1161
ENSG00000010932,1,0,0,0,0,0
ENSG00000011007,989,1351,1253,529,1049,1480
ENSG00000011009,922,1257,1333,522,1377,1494
ENSG00000011021,350,669,803,196,517,588
ENSG00000011028,1140,2555,2113,645,2528,2021
ENSG00000011052,21,10,12,24,26,16
ENSG00000011083,0,0,1,0,0,0
ENSG00000011105,443,702,532,193,551,566
ENSG00000011114,537,693,630,382,509,730
ENSG00000011132,373,433,490,261,636,608
ENSG00000011143,89,110,79,49,72,103
ENSG00000011198,307,310,339,181,162,266
ENSG00000011201,46,60,77,67,68,113
ENSG00000011243,692,998,933,688,1353,1455
ENSG00000011258,113,192,153,113,117,154
ENSG00000011260,398,589,486,324,538,619
ENSG00000011275,635,1011,875,483,1024,1193
ENSG00000011295,225,331,250,159,290,308
ENSG00000011304,3401,5796,5835,2742,5880,7272
ENSG00000011332,94,208,132,134,321,336
ENSG00000011347,275,364,400,115,293,324
ENSG00000011376,119,238,216,125,260,359
ENSG00000011405,1953,1455,1134,1181,719,1211
ENSG00000011422,148,428,254,42,426,300
ENSG00000011426,156,207,148,139,175,233
ENSG00000011451,2540,2963,2769,1428,3268,3749
ENSG00000011454,490,702,558,339,522,682
ENSG00000011465,881,3796,1291,237,1190,603
ENSG00000011478,70,93,64,15,55,56
ENSG00000011485,1102,1575,1635,523,1288,1586
ENSG00000011523,186,280,253,92,235,270
ENSG00000011566,197,363,215,195,254,328
ENSG00000011590,2,16,3,0,4,1
ENSG00000011638,366,400,269,230,300,350
ENSG00000011677,1,0,0,0,0,0
ENSG00000012048,143,191,145,120,139,185
ENSG00000012061,564,833,646,207,531,580
ENSG00000012124,0,4,3,0,1,3
ENSG00000012171,222,265,283,135,275,289
ENSG00000012174,182,291,185,194,256,317
ENSG00000012211,326,421,422,168,422,431
ENSG00000012232,888,1530,1316,512,1016,1186
ENSG00000012660,1575,1749,1493,1208,1393,1834
ENSG00000012779,0,4,1,10,5,10
ENSG00000012817,304,559,474,234,498,682
ENSG00000012822,877,1048,1024,311,711,807
ENSG00000012963,282,418,297,197,329,456
ENSG00000012983,633,575,393,400,383,436
ENSG00000013016,499,1005,781,116,465,343
ENSG00000013275,1839,2569,2509,1101,2368,2559
ENSG00000013288,1132,1438,1452,468,1013,1006
ENSG00000013293,7,20,30,2,22,9
ENSG00000013297,516,845,518,244,938,457
ENSG00000013306,1757,2109,1856,886,2153,2302
ENSG00000013364,376,1410,697,109,1376,660
ENSG00000013374,855,1002,762,412,570,652
ENSG00000013375,691,846,735,697,711,1049
ENSG00000013392,132,145,128,108,108,164
ENSG00000013441,437,377,366,278,330,425
ENSG00000013503,237,284,241,142,135,241
ENSG00000013523,244,369,330,175,297,418
ENSG00000013561,421,663,503,438,474,647
ENSG00000013563,360,465,375,152,236,317
ENSG00000013573,200,317,354,103,261,379
ENSG00000013583,604,559,529,258,386,497
ENSG00000013588,1235,1355,1320,498,659,957
ENSG00000013619,552,498,491,171,197,323
ENSG00000013725,2,2,2,0,1,5
ENSG00000013810,118,246,198,178,429,471
ENSG00000014123,112,146,127,135,102,154
ENSG00000014138,294,502,521,259,517,670
ENSG00000014164,415,596,578,238,618,717
ENSG00000014216,3980,4880,5181,1845,3650,4641
ENSG00000014257,13,20,4,1,13,6
ENSG00000014641,1325,1888,1543,812,1247,1573
ENSG00000014824,560,604,387,388,450,604
ENSG00000014914,34,136,47,7,68,36
ENSG00000014919,456,569,559,270,425,541
ENSG00000015133,197,205,278,213,324,538
ENSG00000015153,198,247,178,230,229,265
ENSG00000015171,347,636,408,333,605,581
ENSG00000015285,14,6,5,10,20,20
ENSG00000015413,1,2,4,2,2,16
ENSG00000015475,332,538,361,224,463,480
ENSG00000015479,16,1,10,2,5,3
ENSG00000015520,1,1,2,0,0,2
ENSG00000015532,459,848,780,331,771,914
ENSG00000015568,4,2,3,3,4,5
ENSG00000015592,1,0,1,0,1,0
ENSG00000015676,994,1501,1305,557,1319,1469
ENSG00000016082,42,73,51,22,27,46
ENSG00000016391,50,91,50,24,67,78
ENSG00000016402,6,9,7,8,12,6
ENSG00000016864,192,350,223,213,335,388
ENSG00000017260,1029,1411,1183,804,883,1147
ENSG00000017427,1,1,3,0,0,1
ENSG00000017483,108,176,106,78,263,185
ENSG00000017797,498,912,614,367,720,809
ENSG00000018189,172,249,186,155,214,232
ENSG00000018236,2,8,22,2,2,2
ENSG00000018280,7,13,12,3,7,7
ENSG00000018408,800,1401,1003,425,1076,977
ENSG00000018510,603,716,521,554,518,767
ENSG00000018610,173,133,136,88,82,153
ENSG00000018625,0,5,2,0,0,3
ENSG00000018699,345,359,315,248,275,478
ENSG00000018869,28,52,50,18,25,41
ENSG00000019102,0,1,0,0,0,2
ENSG00000019144,636,1138,683,274,892,785
ENSG00000019169,0,4,2,0,0,0
ENSG00000019186,45,168,79,2,32,22
ENSG00000019485,124,277,168,159,372,376
ENSG00000019505,10,13,9,8,8,12
ENSG00000019549,142,272,150,36,161,100
ENSG00000019582,40,189,49,9,112,30
ENSG00000019991,3,22,9,0,12,6
ENSG00000019995,746,835,647,548,652,863
ENSG00000020129,1382,2016,2052,823,1745,2375
ENSG00000020181,790,2311,1290,306,1735,1072
ENSG00000020256,531,738,638,391,632,860
ENSG00000020426,130,242,152,160,189,264
ENSG00000020577,1998,1851,1787,1102,1527,2008
ENSG00000020633,133,167,168,250,331,667
ENSG00000020922,197,230,179,147,92,148
ENSG00000021300,8,18,22,4,7,2
ENSG00000021355,235,291,225,108,157,185
ENSG00000021461,0,0,1,0,0,0
ENSG00000021488,1,2,1,3,2,3
ENSG00000021574,206,340,231,190,200,320
ENSG00000021645,15,10,14,10,7,5
ENSG00000021762,387,843,490,222,619,764
ENSG00000021776,561,728,648,483,554,829
ENSG00000021826,11,18,12,3,20,9
ENSG00000021852,0,1,0,0,0,0
ENSG00000022267,387,723,589,148,407,455
ENSG00000022277,743,927,811,521,1005,925
ENSG00000022355,0,1,0,0,0,0
ENSG00000022556,10,19,20,10,28,51
ENSG00000022567,266,338,378,178,325,443
ENSG00000022840,3531,3845,3374,1568,2329,3349
ENSG00000022976,55,115,44,46,118,160
ENSG00000023041,192,273,220,128,232,316
ENSG00000023171,355,438,368,164,300,371
ENSG00000023191,1835,2470,2640,856,2581,2601
ENSG00000023228,1096,1342,1132,936,1050,1405
ENSG00000023287,660,761,530,510,727,774
ENSG00000023318,592,867,629,584,779,1023
ENSG00000023330,852,1104,1114,598,1132,1566
ENSG00000023445,54,126,54,7,51,30
ENSG00000023516,778,910,665,462,431,619
ENSG00000023572,199,213,169,168,255,283
ENSG00000023608,122,137,106,114,109,117
ENSG00000023697,237,261,234,118,135,227
ENSG00000023734,2021,2702,2398,1712,2531,2969
ENSG00000023839,13,14,14,11,3,8
ENSG00000023892,11,15,14,4,8,18
ENSG00000023902,513,818,604,382,865,820
ENSG00000023909,598,736,617,724,700,899
ENSG00000024048,654,825,703,496,611,831
ENSG00000024422,2130,3570,2836,1554,3679,3898
ENSG00000024526,54,107,84,61,100,107
ENSG00000025039,659,648,581,521,616,907
ENSG00000025156,178,241,191,146,153,237
ENSG00000025293,433,523,469,337,487,644
ENSG00000025423,19,16,13,9,9,16
ENSG00000025434,118,225,157,79,204,171
ENSG00000025708,431,968,607,208,923,747
ENSG00000025770,598,733,760,290,631,824
ENSG00000025772,519,827,711,280,734,705
ENSG00000025796,646,803,627,568,749,858
ENSG00000025800,1591,2658,2016,1442,2063,2986
ENSG00000026025,11445,14740,13735,6146,14098,13299
ENSG00000026036,2,3,5,1,3,4
ENSG00000026103,134,363,155,60,239,148
ENSG00000026297,108,158,166,98,213,164
ENSG00000026508,1697,4300,2914,1318,3187,2799
ENSG00000026559,431,370,467,205,416,518
ENSG00000026652,295,343,345,111,151,195
ENSG00000026751,0,11,2,0,1,0
ENSG00000026950,146,620,275,27,291,114
ENSG00000027001,103,212,146,94,146,210
ENSG00000027075,153,111,78,67,43,100
ENSG00000027644,1,0,0,0,1,0
ENSG00000027697,357,470,403,257,287,417
ENSG00000027847,248,424,312,132,372,383
ENSG00000027869,19,15,18,9,35,33
ENSG00000028116,282,374,210,239,215,263
ENSG00000028137,833,1154,1154,250,691,840
ENSG00000028203,346,498,312,211,228,356
ENSG00000028277,222,654,413,60,486,268
ENSG00000028310,505,688,660,332,601,740
ENSG00000028528,710,1151,899,501,1038,1210
ENSG00000028839,201,278,189,307,390,413
ENSG00000029153,250,332,252,178,140,215
ENSG00000029363,408,734,499,376,526,677
ENSG00000029364,736,1234,995,515,787,991
ENSG00000029534,486,779,606,193,436,563
ENSG00000029639,118,147,123,72,114,136
ENSG00000029725,558,880,610,379,538,562
ENSG00000029993,281,397,312,249,402,431
ENSG00000030066,426,718,654,424,507,857
ENSG00000030110,422,691,614,241,769,733
ENSG00000030304,0,2,0,0,0,0
ENSG00000030419,110,169,73,113,67,112
ENSG00000030582,6109,8486,10240,2726,6329,6812
ENSG00000031003,396,598,461,250,279,365
ENSG00000031081,1394,1495,1496,721,1048,1455
ENSG00000031691,125,98,68,91,103,108
ENSG00000031698,4472,3483,4017,2273,2923,4425
ENSG00000031823,918,1562,1299,672,1537,1868
ENSG00000032219,194,215,122,265,242,272
ENSG00000032389,534,664,634,271,563,616
ENSG00000032444,1783,2272,2798,854,2246,2483
ENSG00000032742,45,56,25,25,27,31
ENSG00000033011,385,541,584,211,447,586
ENSG00000033030,242,340,303,208,275,498
ENSG00000033050,1142,1409,1527,871,1325,1819
ENSG00000033100,730,1575,1309,557,1241,1559
ENSG00000033122,2,0,0,0,0,3
ENSG00000033170,469,742,551,295,363,528
ENSG00000033178,468,694,512,470,425,619
ENSG00000033327,412,508,538,265,554,691
ENSG00000033627,888,940,975,356,365,666
ENSG00000033800,347,537,398,234,313,422
ENSG00000033867,401,464,500,370,349,617
ENSG00000034053,567,880,879,324,595,909
ENSG00000034152,1863,2281,2153,904,1802,1910
ENSG00000034239,12,20,10,4,4,2
ENSG00000034510,7691,9057,6659,3643,7515,6693
ENSG00000034533,125,123,118,64,84,116
ENSG00000034677,670,625,561,427,443,644
ENSG00000034693,117,155,113,130,156,202
ENSG00000034713,1097,1057,902,523,608,692
ENSG00000034971,0,5,7,0,1,1
ENSG00000035115,151,110,120,81,61,104
ENSG00000035141,550,554,474,415,485,625
ENSG00000035403,1692,2610,2654,1048,1588,2360
ENSG00000035499,65,81,76,57,84,114
ENSG00000035664,60,68,79,14,39,53
ENSG00000035681,556,775,530,308,507,593
ENSG00000035687,602,730,589,464,542,653
ENSG00000035862,4503,8626,7138,1595,5636,4486
ENSG00000035928,440,710,410,338,416,580
ENSG00000036054,438,585,397,324,342,482
ENSG00000036257,1036,1369,1030,1083,1485,1544
ENSG00000036448,23,31,41,13,23,23
ENSG00000036530,6,7,3,2,3,4
ENSG00000036549,330,490,318,213,324,400
ENSG00000036672,232,238,200,131,172,262
ENSG00000037042,96,211,178,32,135,122
ENSG00000037241,273,332,345,146,383,382
ENSG00000037280,130,164,193,162,252,462
ENSG00000037474,510,937,692,538,886,1099
ENSG00000037637,650,713,729,436,670,859
ENSG00000037749,248,265,286,182,188,347
ENSG00000037757,195,174,186,58,69,142
ENSG00000037897,204,241,191,115,213,233
ENSG00000037965,2,16,4,5,10,12
ENSG00000038002,68,129,99,31,83,85
ENSG00000038210,103,187,125,99,170,164
ENSG00000038219,497,679,499,481,628,739
ENSG00000038274,288,514,361,201,311,298
ENSG00000038295,3,1,2,5,2,5
ENSG00000038358,890,1138,1530,604,1214,1687
ENSG00000038382,1490,2125,2181,938,1683,2221
ENSG00000038427,43,60,38,26,53,27
ENSG00000038532,954,1207,1145,622,1128,1450
ENSG00000038945,0,2,0,0,7,0
ENSG00000039068,7,4,4,5,3,5
ENSG00000039123,618,773,538,478,521,679
ENSG00000039139,26,25,26,15,17,17
ENSG00000039319,199,367,222,226,191,309
ENSG00000039523,1595,2317,2048,1199,3090,3135
ENSG00000039560,1379,1736,1161,812,1149,1338
ENSG00000039600,6,4,8,0,7,8
ENSG00000039650,670,714,834,198,421,555
ENSG00000039987,4,0,1,1,1,2
ENSG00000040199,363,558,440,295,524,715
ENSG00000040275,134,170,128,67,99,97
ENSG00000040341,325,386,241,242,178,295
ENSG00000040487,653,918,1131,508,1254,1496
ENSG00000040531,788,1051,1149,543,1349,1455
ENSG00000040608,130,220,209,139,343,428
ENSG00000040633,798,1221,1097,761,1713,1741
ENSG00000040731,1,0,0,0,0,0
ENSG00000040933,393,466,490,155,342,361
ENSG00000041353,29,128,28,19,82,26
ENSG00000041357,1107,1555,1215,813,1078,1097
ENSG00000041515,19,22,31,9,11,28
ENSG00000041802,544,735,818,493,649,981
ENSG00000041880,68,156,107,24,171,174
ENSG00000041982,587,1833,1616,71,821,538
ENSG00000041988,177,202,196,95,190,213
ENSG00000042062,116,538,198,18,269,72
ENSG00000042088,202,287,201,113,174,231
ENSG00000042286,314,604,476,125,438,422
ENSG00000042317,38,36,30,29,16,33
ENSG00000042429,485,631,539,459,576,808
ENSG00000042445,375,609,512,241,393,619
ENSG00000042493,671,654,635,300,469,576
ENSG00000042753,891,1543,1321,443,1369,1280
ENSG00000042832,17,20,12,3,6,6
ENSG00000042980,0,6,2,1,3,0
ENSG00000043039,0,4,2,2,0,8
ENSG00000043093,240,425,246,246,298,308
ENSG00000043143,774,2298,1350,612,3050,2288
ENSG00000043355,12,14,12,11,18,30
ENSG00000043462,0,2,2,0,0,1
ENSG00000043514,130,208,146,116,138,197
ENSG00000043591,33,34,53,47,43,95
ENSG00000044012,32,27,29,6,11,22
ENSG00000044090,499,782,636,320,617,819
ENSG00000044115,4074,5127,4511,2540,3403,5168
ENSG00000044446,282,300,342,154,216,325
ENSG00000044459,157,234,156,115,144,176
ENSG00000044524,5,5,4,1,0,5
ENSG00000044574,7274,10422,11595,11933,17412,20707
ENSG00000046604,95,98,149,118,100,270
ENSG00000046647,44,60,60,37,55,69
ENSG00000046651,116,149,102,72,84,123
ENSG00000046653,21,44,15,22,19,30
ENSG00000046774,1,0,0,0,0,0
ENSG00000046889,42,39,43,14,6,8
ENSG00000047056,370,530,508,199,404,525
ENSG00000047188,235,345,268,207,231,314
ENSG00000047230,224,272,194,178,162,268
ENSG00000047249,1071,1174,1380,607,807,1188
ENSG00000047315,914,1397,1078,933,1059,1517
ENSG00000047346,587,509,418,340,293,365
ENSG00000047365,83,52,55,72,22,81
ENSG00000047410,434,716,464,409,527,649
ENSG00000047457,0,0,1,0,0,0
ENSG00000047578,190,290,261,105,222,339
ENSG00000047579,291,294,295,154,329,353
ENSG00000047597,3,2,1,11,1,5
ENSG00000047617,12,6,10,16,11,16
ENSG00000047621,253,254,260,176,206,291
ENSG00000047634,235,341,301,167,250,308
ENSG00000047644,1875,1609,1488,681,959,1317
ENSG00000047648,89,98,75,44,64,84
ENSG00000047662,10,6,5,0,5,7
ENSG00000047849,2482,3636,3237,1467,2614,3244
ENSG00000047932,274,378,264,177,295,339
ENSG00000048028,467,561,446,320,352,609
ENSG00000048052,440,433,583,143,169,263
ENSG00000048140,616,919,755,335,792,778
ENSG00000048162,319,554,449,331,828,759
ENSG00000048342,54,162,95,7,70,33
ENSG00000048392,266,405,220,163,212,222
ENSG00000048405,549,655,537,658,840,1010
ENSG00000048462,0,0,1,0,0,0
ENSG00000048471,613,743,675,243,469,575
ENSG00000048544,459,483,408,320,388,463
ENSG00000048545,8,11,13,1,2,5
ENSG00000048649,435,723,449,428,607,631
ENSG00000048707,1086,1671,1076,764,867,1379
ENSG00000048740,280,456,426,233,324,534
ENSG00000048828,1004,1798,1366,678,1677,1758
ENSG00000048991,696,815,633,434,585,669
ENSG00000049089,29,39,39,12,27,20
ENSG00000049130,238,260,230,171,121,182
ENSG00000049167,98,100,101,33,52,44
ENSG00000049192,86,142,74,62,69,91
ENSG00000049239,648,1043,912,364,751,1041
ENSG00000049245,2327,2050,1818,1095,1166,1636
ENSG00000049246,147,200,190,73,149,179
ENSG00000049249,6,4,6,2,1,1
ENSG00000049283,0,1,1,0,0,0
ENSG00000049323,166,362,250,89,210,197
ENSG00000049449,528,1215,802,426,1174,1192
ENSG00000049540,285,785,853,83,649,416
ENSG00000049541,457,614,593,263,545,677
ENSG00000049618,1817,2279,1887,1177,2042,2544
ENSG00000049656,1561,2132,1983,1132,2091,2404
ENSG00000049759,378,483,400,200,308,382
ENSG00000049768,2,2,6,1,2,1
