"chr","chromStart","chromEnd","name","score","strand","thickStart","thickEnd","itemRgb","blockCount","blockSizes","blockStarts","geneID","ReadsCount.input","ReadsCount.IP","log2FoldChange","pvalue","padj"
"chr19",14517309,14529717,"peak_17",18.938550865332,"+",14517309,14529717,0,1,12408,0,"ENSG00000099797.15,ENSG00000283822",58,106,1.08753104043854,1.96141364260573e-06,1.99034386793987e-06
"chr22",26491499,26494144,"peak_18",243.531494284518,"-",26491499,26494144,0,1,2645,0,"ENSG00000100109",373,975,1.6038180581449,8.67069004130248e-75,4.89457887538613e-74
"chr22",36506608,36507043,"peak_19",69.7635110747661,"-",36506608,36507043,0,1,435,0,"ENSG00000100350",228,430,1.13289432518351,4.61157687371345e-22,9.97908136440941e-22
"chr14",95096174,95096349,"peak_20",96.778576692012,"-",95096174,95096349,0,1,175,0,"ENSG00000100697",286,562,1.19214646401599,2.73794964401498e-30,7.35775763490224e-30
"chr20",58995210,58995685,"peak_21",26.8790652229929,"-",58995210,58995685,0,1,475,0,"ENSG00000101160",76,146,1.15948860035342,6.65772525439122e-09,8.10205360917922e-09
"chr18",3247505,3247555,"peak_22",65.6980973682744,"+",3247505,3247555,0,1,50,0,"ENSG00000101608",238,433,1.08099693993231,8.02199429664501e-21,1.67071370084398e-20
"chr16",30783805,30784180,"peak_23",61.8453155300138,"-",30783805,30784180,0,1,375,0,"ENSG00000102870",189,364,1.1631437136715,1.20893431467254e-19,2.4138202934232e-19
"chr16",86531427,86532327,"peak_24",95.7870487698356,"-",86531427,86532327,0,1,900,0,"ENSG00000103248",379,674,1.04814221553557,5.48677417290331e-30,1.46293531608434e-29
"chr16",19706536,19706711,"peak_25",31.6979459417216,"-",19706536,19706711,0,1,175,0,"ENSG00000103550",107,195,1.08345485880008,2.15643464781376e-10,2.87056556374092e-10
"chr19",48922922,48923347,"peak_26",34.4726840543276,"+",48922922,48923347,0,1,425,0,"ENSG00000104805",110,205,1.11571191486959,3.00919058786714e-11,4.19457600938815e-11
"chr19",40690541,40690924,"peak_27",26.073344740315,"-",40690541,40690924,0,1,383,0,"ENSG00000105245",71,138,1.17636889720826,1.18229001704422e-08,1.41625398827246e-08
"chr19",35644769,35644844,"peak_28",24.5096328335421,"+",35644769,35644844,0,1,75,0,"ENSG00000105672",73,137,1.12579908333168,3.61905680816968e-08,4.18663726151237e-08
"chr9",128810274,128810324,"peak_29",53.7658105928158,"+",128810274,128810324,0,1,50,0,"ENSG00000107021",164,315,1.15924751846567,3.5695376482243e-17,6.52947510495843e-17
"chr10",102421957,102422207,"peak_30",112.443215750168,"+",102421957,102422207,0,1,250,0,"ENSG00000107872",139,401,1.74610885856393,4.73258431706936e-35,1.41650871318265e-34
"chr17",78979563,78979947,"peak_31",94.4543041432026,"-",78979563,78979947,0,1,384,0,"ENSG00000108679",333,615,1.10265570929831,1.39360401056212e-29,3.6848620456659e-29
"chr4",159103362,159103987,"peak_32",98.8217358777122,"+",159103362,159103987,0,1,625,0,"ENSG00000109756",100,321,1.90016481656855,6.53460194292797e-31,1.78522630399578e-30
"chr11",67505261,67505311,"peak_33",19.3331573350548,"-",67505261,67505311,0,1,50,0,"ENSG00000110697",29,70,1.48889364658142,1.4823072500835e-06,1.51404830468914e-06
"chr12",6934561,6935879,"peak_34",82.027916599017,"+",6934561,6935879,0,1,1318,0,"ENSG00000111676",120,316,1.61448166691557,8.45771459765301e-26,2.02832069536475e-25
"chr6",25983288,25983538,"peak_35",31.3370692989164,"+",25983288,25983538,0,1,250,0,"ENSG00000112343",39,107,1.67365635699209,2.78553573346234e-10,3.68639751649368e-10
"chr3",50257806,50257956,"peak_36",64.6357430077591,"+",50257806,50257956,0,1,150,0,"ENSG00000114353",81,229,1.71694532067331,1.69574311801349e-20,3.48901279924846e-20
"chr2",55049892,55050292,"peak_37",19.7080000198194,"-",55049892,55050292,0,1,400,0,"ENSG00000115310",24,64,1.63262912778639,1.13432757548374e-06,1.16761815603311e-06
"chr19",972247,972297,"peak_38",32.7818015743489,"+",972247,972297,0,1,50,0,"ENSG00000116017",60,138,1.41922542673586,9.98973946830575e-11,1.35423618597438e-10
"chr1",25618165,25618240,"peak_39",29.3225826305804,"+",25618165,25618240,0,1,75,0,"ENSG00000117643",28,88,1.86966829767652,1.16573937755952e-09,1.48944022257829e-09
"chr14",90288841,90288941,"peak_40",37.7756712863882,"-",90288841,90288941,0,1,100,0,"ENSG00000119720",60,148,1.52015433211237,2.89452036671533e-12,4.25000887006939e-12
"chr3",179333689,179333989,"peak_41",51.3964530296737,"+",179333689,179333989,0,1,300,0,"ENSG00000121864",102,231,1.3969152273602,1.8998249926634e-16,3.37385153201951e-16
"chr10",73167998,73168955,"peak_42",22.7613415703305,"-",73167998,73168955,0,1,957,0,"ENSG00000122882",27,74,1.67215748071491,1.26726603361694e-07,1.40654439936853e-07
"chr8",140626746,140635562,"peak_43",146.292685282045,"-",140626746,140635562,0,1,8816,0,"ENSG00000123908.12,ENSG00000279766",120,440,2.09206062471735,2.49743956902858e-45,9.15194884322637e-45
"chr6",42268252,42268577,"peak_44",34.7846093165953,"-",42268252,42268577,0,1,325,0,"ENSG00000124496",63,146,1.43013619669565,2.41276749199999e-11,3.37900790864355e-11
"chr14",53950135,53950660,"peak_45",41.6288706776937,"-",53950135,53950660,0,1,525,0,"ENSG00000125378",64,161,1.54850843439758,1.88488844770397e-13,2.94077122619317e-13
"chr4",13601854,13601979,"peak_46",20.2513047982684,"-",13601854,13601979,0,1,125,0,"ENSG00000038219",54,104,1.16314380055949,7.67342425473225e-07,8.01216352318267e-07
"chr19",49596687,49596737,"peak_47",39.3023247380904,"+",49596687,49596737,0,1,50,0,"ENSG00000126464",151,266,1.03446920716909,9.8020422052037e-13,1.47509963146982e-12
"chr15",52568934,52569190,"peak_48",107.642118002462,"-",52568934,52569190,0,1,256,0,"ENSG00000128989",347,662,1.14948702875752,1.36105952322175e-33,3.94905956555216e-33
"chr12",122340922,122341472,"peak_49",Inf,"-",122340922,122341472,0,1,550,0,"ENSG00000130779",2188,6705,1.83321603721014,0,0
"chrX",74592200,74592725,"peak_50",192.74315261481,"-",74592200,74592725,0,1,525,0,"ENSG00000131263.13,ENSG00000230673",636,1210,1.14549983635228,2.08776342990883e-59,9.51764723860955e-59
"chr18",2891944,2892444,"peak_51",24.7195651721911,"+",2891944,2892444,0,1,500,0,"ENSG00000132205",71,135,1.14466003850507,3.11479105549165e-08,3.61967354264135e-08
"chr11",68940012,68940287,"peak_52",20.1344805640559,"+",68940012,68940287,0,1,275,0,"ENSG00000132740",51,100,1.18902243665724,8.34978345094736e-07,8.68795180564653e-07
"chr7",151085980,151086569,"peak_53",29.8386067511763,"+",151085980,151086569,0,1,589,0,"ENSG00000133612",82,160,1.18196763857371,8.07700387708643e-10,1.04156011067051e-09
"chr12",109085781,109086006,"peak_54",99.2907054110617,"+",109085781,109086006,0,1,225,0,"ENSG00000135093",288,570,1.20248458785877,4.70670104730471e-31,1.28979111426523e-30
"chr16",57518705,57529120,"peak_55",20.5968092000004,"-",57518705,57529120,0,1,10415,0,"ENSG00000135736",55,106,1.164152323862,5.99649233217523e-07,6.3058351905811e-07
"chr7",47368767,47369417,"peak_56",38.8727938132789,"-",47368767,47369417,0,1,650,0,"ENSG00000136205",51,138,1.65369068450329,1.32846454384066e-12,1.98665770951613e-12
"chr2",128266880,128267230,"peak_57",219.424189334694,"-",128266880,128267230,0,1,350,0,"ENSG00000136720",136,605,2.37091998834536,1.74134350035717e-67,8.84580244590381e-67
"chr6",42929591,42929641,"peak_58",69.2142458970521,"+",42929591,42929641,0,1,50,0,"ENSG00000137161",229,430,1.12658055113389,6.77508314177412e-22,1.46027906045024e-21
"chr15",66781543,66781718,"peak_59",Inf,"+",66781543,66781718,0,1,175,0,"ENSG00000137834",5864,11503,1.1896445975716,0,0
"chr12",88195510,88195560,"peak_60",19.1657103235002,"+",88195510,88195560,0,1,50,0,"ENSG00000139324",30,71,1.46044814768886,1.66936799568534e-06,1.70038123839827e-06
"chr17",4710595,4710645,"peak_61",27.7234568206824,"+",4710595,4710645,0,1,50,0,"ENSG00000141480",65,134,1.26131294187943,3.64650121595694e-09,4.51240335527013e-09
"chr1",16125036,16125236,"peak_62",352.512649451663,"-",16125036,16125236,0,1,200,0,"ENSG00000142627",505,1367,1.65424941226622,9.40773194176771e-108,7.64044518085675e-107
"chr1",150579380,150579680,"peak_63",159.597701261492,"-",150579380,150579680,0,1,300,0,"ENSG00000143384.14,ENSG00000203804",410,854,1.27620362910781,2.29830863400453e-49,9.0428365555691e-49
"chr3",12898817,12899992,"peak_64",692.384725960331,"-",12898817,12899992,0,1,1175,0,"ENSG00000144711",961,2649,1.68043095893294,2.28188324108456e-210,3.72759693834705e-209
"chr5",40827661,40827961,"peak_65",18.2088408955382,"-",40827661,40827961,0,1,300,0,"ENSG00000145592",10,42,2.28798083977273,3.28537566079417e-06,3.30059854717527e-06
"chr8",23571967,23572142,"peak_66",122.342559211681,"+",23571967,23572142,0,1,175,0,"ENSG00000147454",211,518,1.51330058813385,4.66022193589406e-38,1.48326903698052e-37
"chr9",136474189,136475339,"peak_67",29.5042370842885,"-",136474189,136475339,0,1,1150,0,"ENSG00000148396",85,163,1.15692876434396,1.02433502524383e-09,1.31322650163405e-09
"chr11",35525595,35525695,"peak_68",27.9834474699478,"-",35525595,35525695,0,1,100,0,"ENSG00000149090",63,132,1.28470576210955,3.02699895693226e-09,3.76827795334498e-09
"chr16",29983297,29985120,"peak_69",114.580397399802,"+",29983297,29985120,0,1,1823,0,"ENSG00000149930",115,372,1.91126027187735,1.0625510787469e-35,3.22005631869295e-35
"chr3",65429706,65429931,"peak_70",52.9999294698028,"-",65429706,65429931,0,1,225,0,"ENSG00000151276.23,ENSG00000272610",83,209,1.5499112386412,6.13639635503746e-17,1.11027730232123e-16
"chr18",45063666,45063941,"peak_71",63.8965068443076,"+",45063666,45063941,0,1,275,0,"ENSG00000152217",61,200,1.93071039996205,2.8571451231168e-20,5.82418044327656e-20
"chr2",86720415,86720465,"peak_72",81.8587031600254,"+",86720415,86720465,0,1,50,0,"ENSG00000153561",56,228,2.24312663512933,9.51979998269926e-26,2.28073560610123e-25
"chr21",25734855,25735289,"peak_73",31.0433115705877,"-",25734855,25735289,0,1,434,0,"ENSG00000154723",15,74,2.52015431106193,3.43480073597761e-10,4.51889294215681e-10
"chr14",73722707,73722757,"peak_74",216.88061648131,"-",73722707,73722757,0,1,50,0,"ENSG00000156030",586,1200,1.25165329680138,1.02390711529947e-66,5.15737797252214e-66
"chr7",91266457,91267157,"peak_75",231.070457994673,"+",91266457,91267157,0,1,700,0,"ENSG00000157240",294,843,1.73730795186893,5.13175923554738e-71,2.75969465090879e-70
"chr1",2228668,2229043,"peak_76",89.5860280803248,"+",2228668,2229043,0,1,375,0,"ENSG00000157933",152,374,1.51655845006786,4.22457617587056e-28,1.07626286410375e-27
"chr16",89721201,89721611,"peak_77",73.6005713093735,"+",89721201,89721611,0,1,410,0,"ENSG00000158805",75,238,1.88359060897918,3.11511140220857e-23,6.98265102844684e-23
"chr4",1172701,1173135,"peak_78",34.060733949696,"-",1172701,1173135,0,1,434,0,"ENSG00000159674",41,115,1.70552963039453,4.0360464890413e-11,5.58081218071127e-11
"chr17",48037785,48038030,"peak_79",48.645541942745,"-",48037785,48038030,0,1,245,0,"ENSG00000005243",133,265,1.21215762924013,1.32217889520341e-15,2.27108150166377e-15
"chr16",3850387,3850862,"peak_80",158.169186497636,"-",3850387,3850862,0,1,475,0,"ENSG00000005339",258,652,1.55509238012218,6.23056970871457e-49,2.43405548817105e-48
"chr16",3727603,3729453,"peak_81",Inf,"-",3727603,3729453,0,1,1850,0,"ENSG00000005339",1718,5515,1.9002222942813,0,0
"chr17",58323004,58323498,"peak_82",28.2872196249679,"-",58323004,58323498,0,1,494,0,"ENSG00000005379",54,121,1.38156731078735,2.43562692422959e-09,3.05280032282784e-09
"chr17",58308675,58309000,"peak_83",47.8677176917996,"-",58308675,58309000,0,1,325,0,"ENSG00000005379",50,154,1.84052191490755,2.29169466707923e-15,3.89386733387601e-15
"chr1",205012835,205016851,"peak_84",19.0408125594394,"+",205012835,205016851,0,1,4016,0,"ENSG00000163531",22,60,1.66505060825937,1.82343938786361e-06,1.85414749096342e-06
"chr3",53091757,53091957,"peak_85",38.4062232022704,"-",53091757,53091957,0,1,200,0,"ENSG00000163933.10,ENSG00000272305",48,133,1.68791150769912,1.84778584602159e-12,2.74520509308233e-12
"chr5",110738210,110739119,"peak_86",45.4643961366592,"+",110738210,110739119,0,1,909,0,"ENSG00000164209",80,190,1.46551905598068,1.25093046904427e-14,2.05993268262642e-14
"chr7",151082667,151082792,"peak_87",561.677197627142,"-",151082667,151082792,0,1,125,0,"ENSG00000164897",530,1804,1.98472653390583,6.36317243658102e-171,8.28544108894216e-170
"chr11",83169567,83169667,"peak_88",25.1030488371584,"+",83169567,83169667,0,1,100,0,"ENSG00000165494.11,ENSG00000254676",31,84,1.65571272057166,2.36564468100449e-08,2.77478486763723e-08
"chr11",47177596,47177696,"peak_89",47.7522002464199,"-",47177596,47177696,0,1,100,0,"ENSG00000165912",64,173,1.65221978068768,2.48509678634173e-15,4.2184739042171e-15
"chr16",89281403,89281453,"peak_90",26.0197981283755,"-",89281403,89281453,0,1,50,0,"ENSG00000167522",21,72,1.99519918273803,1.22843400000229e-08,1.46980690134053e-08
"chr17",42192337,42192587,"peak_91",49.889346896382,"-",42192337,42192587,0,1,250,0,"ENSG00000167925",123,255,1.26943045038797,5.50057175098773e-16,9.58981259218256e-16
"chr2",85543871,85543946,"peak_92",93.0113800004963,"+",85543871,85543946,0,1,75,0,"ENSG00000168906",111,325,1.76747155753948,3.83361492750208e-29,1.00180842973986e-28
"chr5",176598001,176598951,"peak_93",36.0361457155955,"-",176598001,176598951,0,1,950,0,"ENSG00000169258",19,89,2.44539748076423,9.92636560532839e-12,1.41918565103656e-11
"chr9",134033454,134036172,"peak_94",455.383539108297,"-",134033454,134036172,0,1,2718,0,"ENSG00000169925",676,1800,1.63049321171176,7.87665203930063e-139,8.23939259374211e-138
"chr12",31452096,31452271,"peak_95",Inf,"-",31452096,31452271,0,1,175,0,"ENSG00000170456",2047,7455,2.08228869359477,0,0
"chr17",63426183,63426708,"peak_96",26.4073602925935,"+",63426183,63426708,0,1,525,0,"ENSG00000170921",19,70,2.09894709947401,9.32051944519748e-09,1.12355010749537e-08
"chr3",49122610,49122835,"peak_97",23.2074664316504,"-",49122610,49122835,0,1,225,0,"ENSG00000172037",9,51,2.720091739863,9.19943367640089e-08,1.03242017025564e-07
"chr10",45787245,45789218,"peak_98",50.900020201118,"+",45787245,45789218,0,1,1973,0,"ENSG00000172661",18,120,2.95455710571897,2.69775127958009e-16,4.75956365562707e-16
"chr13",21177201,21177426,"peak_99",63.1141789024961,"+",21177201,21177426,0,1,225,0,"ENSG00000173141",138,302,1.34747179358228,4.95391511253965e-20,1.00170305582086e-19
"chr11",66857145,66857545,"peak_100",162.386006879879,"+",66857145,66857545,0,1,400,0,"ENSG00000173621",260,663,1.56808872803131,3.28485969494762e-50,1.30900423934003e-49
"chr20",41203903,41203953,"peak_101",38.7973127341092,"-",41203903,41203953,0,1,50,0,"ENSG00000174306",124,232,1.12137620583198,1.40157493524126e-12,2.09336575757253e-12
"chr3",50188224,50188649,"peak_102",45.5249028324091,"+",50188224,50188649,0,1,425,0,"ENSG00000001617",54,155,1.73882846543231,1.1984470356004e-14,1.97532562536763e-14
"chr10",35641496,35641971,"peak_103",21.8608031004277,"-",35641496,35641971,0,1,475,0,"ENSG00000177283.8,ENSG00000284265",32,79,1.52137236232751,2.41999668999297e-07,2.62568448205318e-07
"chr16",89971340,89971440,"peak_104",57.4135728705788,"-",89971340,89971440,0,1,100,0,"ENSG00000177946",114,259,1.40150979450926,2.73541966457753e-18,5.20945640139799e-18
"chr7",127583002,127583202,"peak_105",55.3514952144809,"-",127583002,127583202,0,1,200,0,"ENSG00000179562",166,321,1.168981559718,1.16842376578619e-17,2.17540256159255e-17
"chr17",44559258,44559533,"peak_106",266.119968724455,"+",44559258,44559533,0,1,275,0,"ENSG00000180340",395,1049,1.62668158766448,1.2652666872641e-81,7.76080852753935e-81
"chr5",76734273,76734748,"peak_107",54.8774599279088,"+",76734273,76734748,0,1,475,0,"ENSG00000181104",81,210,1.59198705328001,1.63264095807245e-17,3.02161046430636e-17
"chr7",5421222,5421397,"peak_108",64.3517628439509,"-",5421222,5421397,0,1,175,0,"ENSG00000182095",105,261,1.53125200234868,2.07088483729237e-20,4.24804501457193e-20
"chr11",76792751,76795840,"peak_109",126.721653726688,"+",76792751,76795840,0,1,3089,0,"ENSG00000182704",122,405,1.94863226840786,2.18529025345776e-39,7.12822054410316e-39
"chr12",132078344,132078669,"peak_110",39.6120260393267,"+",132078344,132078669,0,1,325,0,"ENSG00000183495",64,157,1.51221230632615,7.8726118486991e-13,1.1901233420123e-12
"chr7",92245973,92246123,"peak_111",44.4749661727928,"+",92245973,92246123,0,1,150,0,"ENSG00000001629",68,172,1.55639346504795,2.5158931573561e-14,4.08979110323365e-14
"chr21",44769429,44769554,"peak_112",54.9293021405124,"-",44769429,44769554,0,1,125,0,"ENSG00000184787",111,250,1.38895994113876,1.57338514742925e-17,2.91495875967279e-17
"chr14",105497832,105499271,"peak_113",141.729569261479,"+",105497832,105499271,0,1,1439,0,"ENSG00000185347.18,ENSG00000257341",516,947,1.09358482421246,6.06856648326838e-44,2.16345755793649e-43
"chr17",4167545,4168159,"peak_114",48.0300699695936,"-",4167545,4168159,0,1,614,0,"ENSG00000185722",112,237,1.2989798508492,2.04194707682651e-15,3.47943113472104e-15
"chr17",44401030,44401280,"peak_115",24.3002850440077,"-",44401030,44401280,0,1,250,0,"ENSG00000186566",48,105,1.3468746043684,4.20181754068934e-08,4.84044509799263e-08
"chr2",231711805,231711980,"peak_116",33.8213046105982,"+",231711805,231711980,0,1,175,0,"ENSG00000187514.17,ENSG00000277986",29,98,1.97432044125052,4.78123056141974e-11,6.58829170283259e-11
"chr9",137243345,137243707,"peak_117",230.83504664027,"+",137243345,137243707,0,1,362,0,"ENSG00000188229",631,1287,1.24589160250864,6.04359465124361e-71,3.24882943122825e-70
"chr10",124681692,124682242,"peak_118",134.080434058955,"-",124681692,124682242,0,1,550,0,"ENSG00000189319.14,ENSG00000203791.15,ENSG00000258539",331,699,1.29605271358373,1.26945043114018e-41,4.34277687535644e-41
"chr2",96550145,96550245,"peak_119",30.5791876634591,"+",96550145,96550245,0,1,100,0,"ENSG00000196843",46,115,1.53951967743497,4.77308642564368e-10,6.23371969982304e-10
"chr7",92246198,92246423,"peak_120",Inf,"+",92246198,92246423,0,1,225,0,"ENSG00000001629",1502,5141,1.99275564521288,0,0
"chr16",89557305,89557766,"peak_121",42.5941133597506,"+",89557305,89557766,0,1,461,0,"ENSG00000197912",29,115,2.20510063353793,9.50057597761534e-14,1.50624021980584e-13
"chr10",50759168,50806180,"peak_122",77.6643667370172,"+",50759168,50806180,0,1,47012,0,"ENSG00000204147",295,530,1.06286888572057,1.7967848154007e-24,4.17538010853914e-24
"chr7",98216823,98216998,"peak_123",200.917214056283,"-",98216823,98216998,0,1,175,0,"ENSG00000205356",531,1096,1.26305549493661,7.01426531480111e-62,3.29527697487866e-61
"chr8",144526919,144526969,"peak_124",45.019170281679,"-",144526919,144526969,0,1,50,0,"ENSG00000213563.7,ENSG00000254402",46,143,1.85390094992406,1.7141515059037e-14,2.8046544762728e-14
"chr6",57949893,57949968,"peak_125",470.810178760832,"-",57949893,57949968,0,1,75,0,"ENSG00000215190.9,ENSG00000283352",842,2054,1.50413549683465,1.71778837963427e-143,1.87074213946472e-142
"chr11",119339816,119340226,"peak_126",151.048870369082,"-",119339816,119340226,0,1,410,0,"ENSG00000223953.6,ENSG00000235718",191,547,1.73555968570007,9.00480339367029e-47,3.38656337880215e-46
"chr2",120223003,120223053,"peak_127",65.6755935844357,"-",120223003,120223053,0,1,50,0,"ENSG00000226479",172,351,1.24665396674545,8.15640694522488e-21,1.69697853134876e-20
"chr6",73299274,73299474,"peak_128",132.922170048679,"+",73299274,73299474,0,1,200,0,"ENSG00000229852.4,ENSG00000234882.1,ENSG00000239626",106,395,2.11537990086069,2.85020320423812e-41,9.69258741745426e-41
"chr7",79459547,79459822,"peak_129",537.347344575162,"+",79459547,79459822,0,1,275,0,"ENSG00000234456",1024,2429,1.4637382255838,1.41750232032201e-163,1.74715402272248e-162
"chr9",136114980,136115430,"peak_130",678.933062498989,"-",136114980,136115430,0,1,450,0,"ENSG00000238227",1705,3607,1.29861912958659,2.62363368239553e-206,4.17621779700556e-205
"chr4",7045000,7045075,"peak_131",340.655009060499,"-",7045000,7045075,0,1,75,0,"ENSG00000245748",612,1488,1.49936242740523,3.60625019372644e-104,2.83546375122118e-103
"chr11",65117156,65117458,"peak_132",34.9739018852372,"+",65117156,65117458,0,1,302,0,"ENSG00000255173",97,190,1.18753430200842,2.10924907203348e-11,2.96351047823261e-11
"chr14",22983072,22989827,"peak_133",119.713458522206,"+",22983072,22989827,0,1,6755,0,"ENSG00000258457",337,676,1.22186613005135,2.9246812348132e-37,9.17609920416067e-37
"chr13",113927376,113927451,"peak_134",234.556847261535,"-",113927376,113927451,0,1,75,0,"ENSG00000260910",536,1173,1.3474895698024,4.52208803699121e-72,2.46236985575891e-71
"chr17",16415523,16415573,"peak_135",135.25282859666,"-",16415523,16415573,0,1,50,0,"ENSG00000264739",449,850,1.13833886362994,5.59599733676683e-42,1.92682198963266e-41
"chr19",17727839,17727889,"peak_136",54.1912174099295,"-",17727839,17727889,0,1,50,0,"ENSG00000268112",116,255,1.35396396255799,2.64608851109049e-17,4.86203474495441e-17
"chr19",35719534,35720551,"peak_137",24.3814554624419,"+",35719534,35720551,0,1,1017,0,"ENSG00000272333",24,73,1.82245367133754,3.96692628982178e-08,4.5756265135902e-08
"chr16",58392552,58392727,"peak_138",26.4878034123749,"-",58392552,58392727,0,1,175,0,"ENSG00000276131",53,116,1.34765211919879,8.797219096996e-09,1.06261674076148e-08
"chr14",71588943,71589168,"peak_139",Inf,"-",71588943,71589168,0,1,225,0,"ENSG00000285612",659,3348,2.56254061216022,0,0
"chr11",798910,799160,"peak_140",35.2633293070492,"+",798910,799160,0,1,250,0,"ENSG00000288675",57,139,1.5036426252246,1.71821874561154e-11,2.42482349602576e-11
"chr4",186708840,186709265,"peak_141",110.433377224229,"-",186708840,186709265,0,1,425,0,"ENSG00000083857",330,647,1.18889116357786,1.93110297870107e-34,5.70480669389189e-34
"chr4",186600076,186600226,"peak_142",616.861669388864,"-",186600076,186600226,0,1,150,0,"ENSG00000083857",396,1731,2.34562485399461,1.39859186056188e-187,2.02364504799197e-186
"chr2",96186583,96187235,"peak_143",50.910237991548,"-",96186583,96187235,0,1,652,0,"ENSG00000084090",149,290,1.1783320790325,2.67805162578325e-16,4.72597345726457e-16
"chr12",108792242,108792642,"peak_144",984.617752704186,"-",108792242,108792642,0,1,400,0,"ENSG00000084112.15,ENSG00000273499",1283,3655,1.72794168360948,1.63779622248999e-298,3.98586121493738e-297
"chr1",31655750,31656124,"peak_145",88.6779436572014,"-",31655750,31656124,0,1,374,0,"ENSG00000084636",227,470,1.26755994787537,7.98832642098086e-28,2.01966344671795e-27
"chr2",25981223,25981273,"peak_146",107.810003455634,"-",25981223,25981273,0,1,50,0,"ENSG00000084731",199,473,1.4666632448091,1.21006834744244e-33,3.51524117984192e-33
"chr11",33733555,33736472,"peak_147",134.193882012454,"-",33733555,33736472,0,1,2917,0,"ENSG00000085063.17,ENSG00000284969",99,388,2.18814773652624,1.17260820218943e-41,4.01435965869157e-41
"chrX",130056187,130056262,"peak_148",54.3359867823765,"+",130056187,130056262,0,1,75,0,"ENSG00000085185",62,183,1.77909507924122,2.39068453537357e-17,4.39782693163591e-17
"chr7",100367433,100367708,"peak_149",32.8970622806441,"+",100367433,100367708,0,1,275,0,"ENSG00000085514.16,ENSG00000121716.20,ENSG00000235333.3,ENSG00000242294.6,ENSG00000272752",23,88,2.15346125126879,9.21307135161426e-11,1.25025178797155e-10
"chr1",51356712,51356762,"peak_150",46.8392252455261,"-",51356712,51356762,0,1,50,0,"ENSG00000085832",69,178,1.58480052390388,4.73586637953366e-15,7.94306702896469e-15
"chr9",33294833,33295358,"peak_151",60.8661443328906,"+",33294833,33295358,0,1,525,0,"ENSG00000086102",225,406,1.06914621694478,2.40283062664994e-19,4.75844260550245e-19
